Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",31y 73d,258 (147-0-111 56.98%),219 (0.85),135 (63-0-72 46.67%),99 (0.73)
21,"Black, Heath",27y 350d,173 (69-0-104 39.88%),73 (0.42),119 (47-0-72 39.50%),54 (0.45)
24,"Campbell, Adam",22y 108d,3 (3-0-0 100.00%),5 (1.67),←,
2,"Carr, Josh",27y 14d,157 (105-1-51 67.20%),85 (0.54),52 (28-0-24 53.85%),25 (0.48)
9,"Carr, Matthew",28y 135d,147 (62-1-84 42.52%),62 (0.42),119 (55-0-64 46.22%),60 (0.50)
15,"Crowley, Ryan",23y 69d,38 (22-0-16 57.89%),36 (0.95),←,
25,"Dodd, Steven",23y 327d,49 (27-0-22 55.10%),1 (0.02),←,
41,"Duffield, Paul",22y 97d,10 (4-0-6 40.00%),2 (0.20),←,
27,"Gilmore, Daniel",24y 72d,24 (15-0-9 62.50%),5 (0.21),←,
14,"Grover, Antoni",27y 63d,115 (53-0-62 46.09%),14 (0.12),←,
4,"Hasleby, Paul",25y 335d,153 (65-0-88 42.48%),96 (0.63),←,
43,"Hayden, Roger",26y 155d,65 (37-0-28 56.92%),5 (0.08),←,
11,"Headland, Des",26y 112d,136 (87-0-49 63.97%),134 (0.99),84 (47-0-37 55.95%),82 (0.98)
37,"Johnson, Michael",22y 205d,39 (24-0-15 61.54%),6 (0.15),←,
8,"McManus, Shaun",31y 93d,202 (81-0-121 40.10%),85 (0.42),←,
18,"McPharlin, Luke",25y 163d,99 (56-0-43 56.57%),63 (0.64),87 (48-0-39 55.17%),60 (0.69)
16,"Mundy, David",21y 297d,49 (28-0-21 57.14%),3 (0.06),←,
29,"Pavlich, Matthew",25y 133d,160 (72-0-88 45.00%),261 (1.63),←,
31,"Sandilands, Aaron",24y 158d,85 (50-0-35 58.82%),24 (0.28),←,
17,"Tarrant, Chris",26y 237d,168 (78-0-90 46.43%),314 (1.87),7 (3-0-4 42.86%),15 (2.14)
19,"Walker, James",28y 118d,147 (60-0-87 40.82%),15 (0.10),←,
1,"Webster, Luke",24y 353d,31 (16-0-15 51.61%),10 (0.32),←,
Totals,Totals,25y 283d,2308 (1161-2-1145 50.30%),1518 (0.66),,
C,"Connolly, Chris",44y 49d,122 (65-0-57 53.28%),,121 (64-0-57 52.89%),
