Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Allen, Scott",5.0,2.0,3.0,8,1.0,1.0,,3.0,,,,,,,,,,,,,,,
18,"Cameron, Leon",17.0,5.0,6.0,23,,3.0,,3.0,,,,,,2.0,,,,,,,,,
20,"Ellen, Shane",10.0,2.0,3.0,13,,,1.0,,,,,,,,,,,,,,,,
32,"Ellis, Craig",,,3.0,3,,,,,,,,,,1.0,,,,,,,,,
3,"Grant, Chris",10.0,7.0,3.0,13,3.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
1,"Grgic, Ilija",2.0,1.0,2.0,4,1.0,,1.0,,,,,,1.0,2.0,,,,,,,,,
29,"Griffin, Daryl",7.0,3.0,3.0,10,,,,,,,,,,,,,,,,,,,
37,"Hargraves, Daniel",15.0,7.0,1.0,16,3.0,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,
6,"Johnson, Brad",9.0,4.0,5.0,14,1.0,,,,,,,,2.0,,,,,,,,,,
4,"Kellett, Nigel",10.0,1.0,7.0,17,1.0,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
2,"Kolyniuk, Steven",8.0,3.0,2.0,10,1.0,1.0,,,,,,,,1.0,,,,,,,,,
12,"Koster, Kym",19.0,2.0,6.0,25,2.0,,,1.0,,,,,,2.0,3.0,,,,,,,,
39,"Liberatore, Tony",18.0,5.0,16.0,34,2.0,,,5.0,,,,,1.0,2.0,2.0,,,,,,,,
9,"Nicholson, Brad",8.0,5.0,4.0,12,,,,2.0,,,,,2.0,1.0,,,,,,,,,
44,"Osborne, Richard",5.0,1.0,3.0,8,2.0,1.0,,,,,,,,1.0,,,,,,,,,
22,"Quill, Peter",11.0,3.0,7.0,18,,,,1.0,,,,,2.0,,,,,,,,,,
34,"Sexton, Ben",8.0,,1.0,9,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
5,"Smith, Rohan",9.0,,3.0,12,,,,2.0,,,,,4.0,,,,,,,,,,
25,"Watts, Jason",5.0,2.0,,5,1.0,,,,,,,,,1.0,,,,,,,,,
7,"West, Scott",19.0,1.0,8.0,27,1.0,1.0,,3.0,,,,,2.0,,1.0,,,,,,,,
15,"Wynd, Scott",8.0,3.0,7.0,15,,,23.0,,,,,,1.0,3.0,,,,,,,,,
Totals,Totals,203.0,57.0,93.0,296,19.0,11.0,28.0,23.0,,,,,19.0,20.0,6.0,,,,,,,,
Opposition,Opposition,197.0,77.0,117.0,314,15.0,20.0,17.0,24.0,,,,,20.0,19.0,,,,,,,,,
