Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Bird, Craig",7,1,5,12,,,,8.0,,4.0,2.0,1.0,,1.0,,5.0,7.0,,,,,1.0,77.0
24,"Bolton, Jude",11,3,7,18,1,1.0,,13.0,,5.0,1.0,,3.0,,,9.0,10.0,,,3.0,,,84.0
13 ↑,"Everitt, Andrejs",,,1,1,,,,,,,,1.0,,1.0,,1.0,,,,,,,13.0
37 ↓,"Goodes, Adam",11,6,3,14,5,1.0,,4.0,1.0,3.0,2.0,2.0,2.0,1.0,,9.0,6.0,1.0,5.0,5.0,,,80.0
39,"Grundy, Heath",7,4,7,14,,,,1.0,6.0,,,,1.0,,,6.0,7.0,2.0,,4.0,,,100.0
4,"Hannebery, Dan",12,3,13,25,,,,5.0,4.0,2.0,3.0,3.0,1.0,,,10.0,15.0,,,3.0,,,76.0
15,"Jack, Kieren",8,1,7,15,2,,,11.0,1.0,5.0,1.0,4.0,1.0,2.0,,10.0,5.0,,,2.0,,,85.0
32,"Jetta, Lewis",24,7,3,27,2,2.0,,4.0,1.0,9.0,3.0,3.0,4.0,,2.0,7.0,19.0,,,3.0,1.0,2.0,87.0
34,"Johnson, Alex",7,4,6,13,,,,2.0,3.0,1.0,,1.0,,,,5.0,8.0,,,5.0,1.0,,97.0
12,"Kennedy, Josh",15,4,11,26,1,,,7.0,2.0,6.0,11.0,2.0,1.0,,,19.0,8.0,1.0,,1.0,,,88.0
9,"Malceski, Nick",18,3,3,21,,,,3.0,6.0,6.0,3.0,2.0,,,,5.0,12.0,,,1.0,,,71.0
29,"Mattner, Martin",4,3,3,7,,,,5.0,,1.0,,1.0,,,,2.0,5.0,,,7.0,2.0,,91.0
21,"McGlynn, Ben",7,1,3,10,,1.0,,5.0,,4.0,,4.0,2.0,1.0,,3.0,8.0,,,1.0,1.0,,87.0
3,"McVeigh, Jarrad",9,5,12,21,,1.0,,3.0,,3.0,1.0,3.0,,1.0,,13.0,10.0,1.0,1.0,3.0,,1.0,90.0
5,"OKeefe, Ryan",13,4,6,19,3,,,6.0,,4.0,3.0,3.0,,,,7.0,11.0,1.0,2.0,1.0,,1.0,92.0
26,"Parker, Luke",10,5,12,22,,1.0,,7.0,2.0,7.0,5.0,3.0,1.0,2.0,,9.0,10.0,,,1.0,,2.0,69.0
20,"Reid, Sam",4,4,2,6,,1.0,,1.0,,1.0,,1.0,1.0,,,3.0,3.0,2.0,1.0,3.0,,1.0,96.0
25,"Richards, Ted",7,1,7,14,,,,2.0,2.0,2.0,,2.0,4.0,2.0,,10.0,4.0,,,7.0,,,100.0
30,"Roberts-Thomson, Lewis",6,3,3,9,,,1.0,,,1.0,,3.0,,2.0,,2.0,7.0,,,3.0,,,72.0
1,"Seaby, Mark",4,3,12,16,,,27.0,3.0,,3.0,3.0,1.0,2.0,,,10.0,6.0,2.0,,5.0,,,79.0
2,"Shaw, Rhyce",10,1,3,13,,,,2.0,1.0,,1.0,2.0,,2.0,,5.0,8.0,1.0,,2.0,1.0,,77.0
40,"Smith, Nick",3,1,7,10,,,,7.0,,,2.0,,1.0,,,6.0,4.0,,,4.0,,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,67,136,333,14,10.0,28.0,99.0,29.0,67.0,41.0,42.0,24.0,15.0,2.0,156.0,173.0,11.0,9.0,64.0,6.0,8.0,
Opposition,Opposition,218,78,144,362,15,9.0,70.0,63.0,48.0,45.0,43.0,46.0,15.0,24.0,4.0,164.0,184.0,12.0,9.0,56.0,7.0,12.0,
