Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bowden, Joel",17,7,13,30,,1.0,1.0,6.0,7.0,3.0,3.0,1.0,1.0,,,11.0,15.0,1.0,,2.0,2.0,,
15,"Cameron, Leon",14,4,1,15,,1.0,,2.0,3.0,5.0,1.0,7.0,,2.0,,3.0,11.0,,,2.0,,,
9,"Campbell, Wayne",11,2,6,17,,,,5.0,2.0,1.0,2.0,,2.0,,,5.0,13.0,,,4.0,,,
14,"Fiora, Aaron",10,9,4,14,,,1.0,1.0,4.0,2.0,,1.0,,1.0,,6.0,7.0,3.0,,3.0,1.0,,
2,"Gaspar, Darren",3,3,2,5,,,,,1.0,1.0,,3.0,,1.0,,1.0,4.0,,1.0,9.0,,,
20,"Hall, Ray",3,3,4,7,,,2.0,1.0,,2.0,2.0,1.0,,,,2.0,5.0,,,6.0,,,
1,"Hilton, Rory",7,3,1,8,,,,1.0,,3.0,,2.0,,1.0,,1.0,9.0,,,1.0,2.0,,
16,"Holland, Ben",7,5,6,13,,,,1.0,1.0,,1.0,2.0,2.0,1.0,,7.0,6.0,,2.0,2.0,,,
23,"Houlihan, Adam",15,4,2,17,1,1.0,,1.0,4.0,3.0,,1.0,2.0,1.0,,4.0,13.0,,,1.0,,,
39,"Kellaway, Andrew",11,9,8,19,1,,,2.0,4.0,1.0,,1.0,2.0,,,7.0,12.0,1.0,1.0,1.0,4.0,,
21,"King, Clinton",13,6,12,25,,1.0,,2.0,1.0,3.0,3.0,,1.0,,,7.0,18.0,,,3.0,,,
33,"Knights, Matthew",9,6,9,18,1,,,1.0,1.0,4.0,1.0,1.0,,,,6.0,13.0,,1.0,,2.0,,
27,"Krakouer, Andrew",1,1,,1,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,
5,"Ottens, Brad",8,3,7,15,1,1.0,13.0,1.0,,3.0,6.0,2.0,3.0,1.0,,9.0,6.0,,2.0,2.0,1.0,,
12,"Richardson, Matthew",11,11,1,12,1,3.0,,,,3.0,,2.0,,1.0,,6.0,7.0,5.0,4.0,1.0,,,
18,"Rodan, David",5,1,2,7,2,,,,,,1.0,1.0,,,,6.0,1.0,1.0,,,,,
4,"Rogers, Matthew",10,5,2,12,1,,,1.0,1.0,3.0,1.0,2.0,,,,1.0,12.0,,1.0,,,,
10,"Stafford, Greg",7,5,2,9,,,8.0,,1.0,2.0,1.0,1.0,,1.0,,5.0,5.0,2.0,,,,,
19,"Sziller, Steven",7,3,9,16,,,,5.0,,4.0,4.0,,1.0,,,6.0,10.0,,,4.0,,,
32,"Tivendale, Greg",12,2,3,15,,,,3.0,2.0,3.0,2.0,1.0,1.0,,,5.0,10.0,,,1.0,,,
29,"Torney, Jason",15,3,3,18,,,,3.0,5.0,3.0,2.0,2.0,2.0,,,11.0,7.0,2.0,,,3.0,,
36,"Zantuck, Ty",6,5,3,9,,,,,2.0,,2.0,1.0,,1.0,,1.0,8.0,,,3.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,100,100,302,8,12.0,25.0,37.0,39.0,49.0,32.0,32.0,17.0,11.0,,111.0,192.0,16.0,13.0,45.0,16.0,,
Opposition,Opposition,217,103,119,336,16,16.0,30.0,45.0,35.0,58.0,41.0,29.0,11.0,17.0,6.0,114.0,221.0,14.0,13.0,47.0,20.0,,
