Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Davey, Alwyn",4,,8,12,,,,5.0,,2.0,1.0,4.0,,2.0,,5,7,,,,,,78.0
2,"Dyson, Ricky",7,1.0,4,11,,,,5.0,,2.0,1.0,,,,,1,9,,,2.0,1.0,,87.0
31,"Fletcher, Dustin",14,7.0,3,17,,,,1.0,4.0,2.0,,1.0,,,,3,12,,,3.0,2.0,,93.0
19,"Hille, David",8,4.0,10,18,,,26.0,1.0,1.0,4.0,1.0,5.0,2.0,2.0,,10,8,1.0,,2.0,,1.0,79.0
43,"Houli, Bachar",13,4.0,10,23,2.0,,,3.0,3.0,3.0,1.0,1.0,1.0,,1.0,5,18,,,2.0,3.0,,94.0
27,"Laycock, Jason",3,1.0,3,6,1.0,,16.0,1.0,,,4.0,,3.0,,,5,1,,,2.0,,,64.0
18,"Lloyd, Matthew",2,1.0,5,7,,1.0,,4.0,,1.0,2.0,2.0,1.0,2.0,,6,2,,,1.0,,1.0,84.0
42,"Lovett-Murray, Nathan",6,5.0,5,11,,,,7.0,,,1.0,7.0,1.0,,,6,7,,1.0,5.0,,2.0,69.0
13,"Lovett, Andrew",10,4.0,7,17,2.0,,,,1.0,3.0,2.0,4.0,,2.0,,7,9,,,1.0,1.0,1.0,74.0
33,"McPhee, Adam",5,4.0,7,12,2.0,,2.0,8.0,,1.0,,2.0,1.0,1.0,,5,8,,2.0,1.0,,,89.0
22,"Michael, Mal",2,3.0,4,6,,,3.0,2.0,2.0,,,,1.0,,,1,5,,,9.0,,1.0,86.0
6,"Monfries, Angus",7,2.0,7,14,,,,3.0,,2.0,2.0,3.0,2.0,,,8,6,,,1.0,,,71.0
17,"Nash, Jay",11,2.0,5,16,1.0,,,2.0,4.0,4.0,1.0,3.0,,2.0,,5,9,,,,,,85.0
16,"Pears, Tayte",9,8.0,6,15,1.0,,,1.0,2.0,,1.0,2.0,,1.0,,3,13,,1.0,3.0,1.0,,69.0
9,"Ramanauskas, Adam",7,2.0,11,18,1.0,,,,1.0,2.0,2.0,,,,,6,12,,,,,2.0,69.0
37,"Reimers, Kyle",12,4.0,6,18,,,,3.0,3.0,2.0,1.0,1.0,,,,5,13,,1.0,1.0,1.0,,88.0
30,"Ryder, Paddy",4,3.0,1,5,1.0,,1.0,4.0,2.0,1.0,,3.0,,2.0,,2,3,,1.0,8.0,,,92.0
20,"Slattery, Henry",8,3.0,11,19,,,,6.0,2.0,3.0,5.0,3.0,2.0,3.0,,11,7,1.0,,3.0,,1.0,88.0
5,"Stanton, Brent",15,10.0,4,19,2.0,1.0,,3.0,2.0,6.0,3.0,1.0,,1.0,,4,15,,2.0,1.0,1.0,1.0,93.0
4,"Watson, Jobe",5,,23,28,,1.0,1.0,3.0,,,7.0,2.0,1.0,1.0,,16,11,,,1.0,,1.0,74.0
12,"Welsh, Andrew",13,7.0,6,19,1.0,,,1.0,4.0,1.0,1.0,4.0,3.0,1.0,,5,14,,,3.0,4.0,,89.0
8,"Winderlich, Jason",12,7.0,5,17,,,,5.0,3.0,,6.0,1.0,1.0,,,6,11,1.0,,1.0,,,85.0
Totals,Totals,177,82.0,151,328,14.0,3.0,49.0,68.0,34.0,39.0,42.0,49.0,19.0,20.0,1.0,125,200,3.0,8.0,50.0,14.0,11.0,
Opposition,Opposition,219,104.0,138,357,18.0,15.0,32.0,69.0,23.0,56.0,38.0,42.0,19.0,19.0,5.0,140,214,7.0,21.0,57.0,15.0,16.0,
