Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
11,"Anderson, Greg",23y 321d,44 (28-0-16 63.64%),26 (0.59),←,
13,"Antrobus, Tony",27y 357d,15 (11-0-4 73.33%),22 (1.47),←,
8,"Bewick, Darren",22y 222d,32 (20-0-12 62.50%),53 (1.66),←,
37,"Considine, Ed",21y 193d,35 (24-0-11 68.57%),10 (0.29),←,
23,"Cransberg, Peter",22y 245d,1 (1-0-0 100.00%),1 (1.00),←,
6,"Daniher, Anthony",27y 69d,167 (83-0-84 49.70%),74 (0.44),52 (34-0-18 65.38%),12 (0.23)
15,"Ezard, Alan",26y 350d,124 (83-0-41 66.94%),171 (1.38),←,
29,"Grenvold, David",24y 25d,13 (11-0-2 84.62%),2 (0.15),←,
16,"Hamilton, Paul",22y 285d,71 (37-1-33 52.82%),5 (0.07),←,
9,"Kickett, Derek",27y 176d,13 (6-0-7 46.15%),13 (1.00),1 (1-0-0 100.00%),1 (1.00)
4,"Long, Michael",20y 181d,25 (18-0-7 72.00%),20 (0.80),←,
27,"Madden, Simon",32y 91d,326 (192-2-132 59.20%),497 (1.52),←,
41,"Manning, Andrew",23y 128d,35 (7-0-28 20.00%),25 (0.71),4 (2-0-2 50.00%),2 (0.50)
10,"ODonnell, Gary",24y 323d,47 (30-0-17 63.83%),8 (0.17),←,
14,"Plain, Bradley",20y 187d,21 (16-0-5 76.19%),30 (1.43),←,
3,"Salmon, Paul",25y 70d,105 (63-1-41 60.48%),258 (2.46),←,
26,"Thompson, Mark",26y 132d,96 (64-1-31 67.19%),28 (0.29),←,
18,"Vander Haar, Paul",32y 24d,185 (113-2-70 61.62%),262 (1.42),←,
32,"Watson, Tim",28y 261d,245 (152-3-90 62.65%),273 (1.11),←,
24,"Werner, Michael",20y 294d,13 (9-0-4 69.23%),21 (1.62),←,
Totals,Totals,25y 32d,1613 (968-10-635 60.01%),1799 (1.12),,
C,"Sheedy, Kevin",42y 97d,214 (143-1-70 67.06%),,←,
