Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",21,3.0,10.0,31,1.0,1.0,,5.0,,,,,,,,,,,,,,,
50,"Ballantyne, Jon",5,4.0,2.0,7,2.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
19,"Beveridge, Luke",14,1.0,4.0,18,1.0,,,6.0,,,,,2.0,,,,,,,,,,
18,"Cameron, Leon",23,4.0,6.0,29,,1.0,,2.0,,,,,3.0,,,,,,,,,,
6,"Campbell, Tony",6,1.0,2.0,8,,,,1.0,,,,,2.0,4.0,,,,,,,,,
1,"Charles, Justin",2,,,2,,,2.0,,,,,,,,,,,,,,,,
32,"Foster, Peter",9,7.0,8.0,17,,,,2.0,,,,,3.0,2.0,,,,,,,,,
29,"Grant, Chris",13,11.0,3.0,16,1.0,,,1.0,,,,,2.0,3.0,,,,,,,,,
7,"Hawkins, Doug",12,6.0,12.0,24,,,,,,,,,,,,,,,,,,,
10,"Hunter, Mark",12,1.0,1.0,13,,,,2.0,,,,,2.0,,,,,,,,,,
4,"Kellett, Nigel",11,4.0,4.0,15,,,,1.0,,,,,2.0,1.0,,,,,,,,,
21,"Kolyniuk, Steven",8,,4.0,12,,,,,,,,,,2.0,,,,,,,,,
39,"Liberatore, Tony",14,1.0,13.0,27,,,,7.0,,,,,2.0,,,,,,,,,,
22,"Quill, Peter",9,,4.0,13,,,,3.0,,,,,2.0,1.0,,,,,,,,,
2,"Reynolds, Keenan",11,3.0,4.0,15,1.0,1.0,2.0,1.0,,,,,2.0,2.0,,,,,,,,,
33,"Royal, Brian",9,1.0,3.0,12,2.0,2.0,,1.0,,,,,1.0,2.0,,,,,,,,,
5,"Smith, Rohan",6,2.0,1.0,7,,,,3.0,,,,,,,,,,,,,,,
17,"Standfield, Barry",5,1.0,,5,,,1.0,2.0,,,,,2.0,1.0,,,,,,,,,
8,"Toohey, Bernard",6,1.0,1.0,7,,,,1.0,,,,,3.0,2.0,,,,,,,,,
15,"Wynd, Scott",5,4.0,10.0,15,,,21.0,1.0,,,,,5.0,1.0,,,,,,,,,
Totals,Totals,201,55.0,92.0,293,8.0,6.0,26.0,40.0,,,,,34.0,22.0,,,,,,,,,
Opposition,Opposition,223,62.0,110.0,333,15.0,20.0,21.0,21.0,,,,,22.0,34.0,6.0,,,,,,,,
