Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
20,"Bowden, Patrick",19y 357d,1 (0-0-1 0.00%),,←,
17,"Brown, Nathan",23y 167d,88 (51-1-36 58.52%),92 (1.05),←,
26,"Cox, Simon",24y 183d,56 (27-0-29 48.21%),23 (0.41),←,
16,"Croft, Matthew",28y 151d,144 (83-3-58 58.68%),53 (0.37),←,
11,"Curley, Todd",28y 194d,113 (58-2-53 52.21%),48 (0.42),110 (56-2-52 51.82%),47 (0.43)
14,"Darcy, Luke",26y 15d,128 (70-2-56 55.47%),91 (0.71),←,
28,"Dimattina, Paul",26y 247d,86 (51-1-34 59.88%),37 (0.43),←,
10,"Eagleton, Nathan",22y 259d,95 (47-2-46 50.53%),77 (0.81),39 (21-0-18 53.85%),32 (0.82)
32,"Ellis, Craig",26y 53d,102 (55-1-46 54.41%),6 (0.06),←,
4,"Garlick, Simon",26y 108d,127 (72-1-54 57.09%),96 (0.76),83 (48-1-34 58.43%),69 (0.83)
13,"Giansiracusa, Daniel",19y 138d,7 (4-0-3 57.14%),6 (0.86),←,
3,"Grant, Chris",28y 226d,247 (133-4-110 54.66%),466 (1.89),←,
22,"Harrison, Ben",26y 191d,93 (47-0-46 50.54%),46 (0.49),17 (9-0-8 52.94%),7 (0.41)
9,"Hudson, Paul",31y 7d,237 (141-1-95 59.70%),472 (1.99),103 (61-1-41 59.71%),208 (2.02)
25,"Hunter, Kingsley",26y 61d,74 (31-0-43 41.89%),101 (1.36),33 (17-0-16 51.52%),15 (0.45)
6,"Johnson, Brad",25y 9d,162 (86-3-73 54.01%),168 (1.04),←,
39,"Liberatore, Tony",35y 166d,262 (142-3-117 54.77%),95 (0.36),←,
2,"Murphy, Robert",19y 48d,14 (8-0-6 57.14%),2 (0.14),←,
27,"Penny, Luke",20y 169d,25 (13-0-12 52.00%),3 (0.12),←,
30,"Robbins, Matthew",24y 80d,47 (27-1-19 58.51%),13 (0.28),40 (23-1-16 58.75%),13 (0.32)
5,"Smith, Rohan",28y 57d,186 (101-3-82 55.11%),183 (0.98),←,
7,"West, Scott",26y 255d,187 (99-2-86 53.48%),75 (0.40),←,
Totals,Totals,25y 226d,2481 (1346-30-1105 54.25%),2153 (0.87),,
C,"Wallace, Terry",42y 226d,122 (70-1-51 57.79%),,←,
