Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",23y 257d,45 (21-0-24 46.67%),2 (0.04),←,
19,"Betts, Eddie",23y 283d,120 (41-2-77 35.00%),165 (1.38),←,
18,"Bower, Paul",22y 239d,57 (20-0-37 35.09%),3 (0.05),←,
44,"Carrazzo, Andrew",26y 264d,122 (43-2-77 36.07%),36 (0.30),←,
31,"Davies, Marcus",19y 152d,5 (2-0-3 40.00%),,←,
46,"Ellard, David",21y 176d,8 (4-0-4 50.00%),3 (0.38),←,
38,"Garlett, Jeff",21y 33d,30 (17-0-13 56.67%),51 (1.70),←,
4,"Gibbs, Bryce",21y 174d,89 (37-0-52 41.57%),40 (0.45),←,
10,"Hadley, Richard",27y 160d,66 (35-2-29 54.55%),16 (0.24),25 (13-0-12 52.00%),6 (0.24)
23,"Henderson, Lachie",20y 265d,34 (16-0-18 47.06%),28 (0.82),19 (8-0-11 42.11%),25 (1.32)
39,"Jacobs, Sam",22y 148d,17 (7-0-10 41.18%),3 (0.18),←,
40,"Jamison, Michael",24y 86d,57 (26-0-31 45.61%),,←,
45,"Joseph, Aaron",21y 63d,45 (24-0-21 53.33%),5 (0.11),←,
5,"Judd, Chris",26y 362d,198 (116-2-80 59.09%),179 (0.90),64 (32-0-32 50.00%),41 (0.64)
3,"Murphy, Marc",23y 48d,102 (40-0-62 39.22%),82 (0.80),←,
12,"Robinson, Mitch",21y 90d,26 (14-0-12 53.85%),19 (0.73),←,
2,"Russell, Jordan",23y 303d,93 (37-1-55 40.32%),15 (0.16),←,
29,"Scotland, Heath",30y 46d,199 (75-1-123 37.94%),67 (0.34),146 (52-1-93 35.96%),55 (0.38)
6,"Simpson, Kade",26y 123d,133 (48-1-84 36.47%),79 (0.59),←,
30,"Waite, Jarrad",27y 213d,131 (40-2-89 31.30%),153 (1.17),←,
1,"Walker, Andrew",24y 110d,103 (30-2-71 30.10%),37 (0.36),←,
11,"Warnock, Robert",23y 229d,33 (16-0-17 48.48%),8 (0.24),12 (6-0-6 50.00%),4 (0.33)
Totals,Totals,23y 290d,1713 (709-15-989 41.39%),991 (0.58),,
C,"Ratten, Brett",39y 56d,74 (34-0-40 45.95%),,←,
