Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
43,"Buckley, Dylan",6,3,2,8,2,,,,,1.0,,6.0,,4.0,,4.0,5.0,,1.0,1.0,,,65.0
21,"Buntine, Matt",7,3,5,12,,,,1.0,,1.0,,2.0,,,,5.0,6.0,1.0,,3.0,,,75.0
18,"Cameron, Jeremy",8,7,5,13,2,3.0,,,1.0,,,1.0,,,,5.0,8.0,1.0,4.0,1.0,,,91.0
3,"Coniglio, Stephen",14,3,18,32,1,,,7.0,2.0,6.0,12.0,3.0,2.0,,2.0,18.0,14.0,,,1.0,,,88.0
35,"Corr, Aidan",8,6,5,13,,,,3.0,2.0,1.0,,2.0,,1.0,,5.0,7.0,1.0,,6.0,,,86.0
32,"Griffen, Ryan",9,3,5,14,1,,,2.0,1.0,2.0,1.0,2.0,,,,7.0,8.0,,1.0,2.0,,,81.0
19,"Haynes, Nick",13,4,3,16,,,,,3.0,3.0,,1.0,4.0,,,5.0,12.0,1.0,,6.0,1.0,,82.0
27,"Himmelberg, Harry",8,3,5,13,,2.0,,2.0,,1.0,,2.0,1.0,1.0,,5.0,8.0,,2.0,1.0,,,88.0
2,"Hopper, Jacob",14,4,13,27,,,,7.0,2.0,4.0,2.0,3.0,1.0,,,12.0,17.0,,,1.0,,,75.0
22,"Kelly, Josh",17,,12,29,,2.0,,4.0,,8.0,4.0,4.0,,,,10.0,19.0,,,2.0,,2.0,70.0
17,"Langdon, Zac",4,2,1,5,1,,,3.0,,1.0,1.0,2.0,,1.0,,3.0,3.0,,,3.0,1.0,,83.0
38,"Lloyd, Daniel",2,,9,11,,,,1.0,,1.0,2.0,4.0,,2.0,,8.0,5.0,,,3.0,,,79.0
37,"Lobb, Rory",8,3,2,10,,,38.0,5.0,2.0,2.0,3.0,1.0,6.0,1.0,,8.0,3.0,2.0,,2.0,,,85.0
39,"Mohr, Tim",7,5,2,9,,,,1.0,2.0,1.0,,2.0,,1.0,,1.0,7.0,1.0,,3.0,,,87.0
12,"Patton, Jonathon",8,6,7,15,1,1.0,6.0,5.0,,4.0,3.0,,2.0,,,7.0,8.0,2.0,2.0,3.0,,,83.0
36,"Perryman, Harry",7,6,5,12,,,,3.0,2.0,1.0,,1.0,1.0,1.0,,3.0,9.0,1.0,,1.0,,,71.0
23,"Shaw, Heath",29,8,5,34,,,,,13.0,4.0,3.0,1.0,2.0,,,13.0,14.0,1.0,,6.0,1.0,1.0,87.0
5,"Shiel, Dylan",5,1,12,17,,1.0,,3.0,,3.0,3.0,3.0,,,,4.0,12.0,,,1.0,,,75.0
14,"Taranto, Tim",4,3,8,12,,1.0,,3.0,,1.0,3.0,,,,,5.0,6.0,,,2.0,,,74.0
20,"Tomlinson, Adam",8,6,2,10,,,,1.0,3.0,2.0,,3.0,1.0,2.0,,4.0,6.0,,,7.0,,,92.0
8,"Ward, Callan",16,,18,34,,,,3.0,1.0,5.0,4.0,4.0,2.0,1.0,,20.0,14.0,,,,,3.0,91.0
6,"Whitfield, Lachie",14,7,11,25,,,,4.0,1.0,4.0,1.0,3.0,,,,2.0,22.0,,,3.0,,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,216,83,155,371,8,12.0,44.0,58.0,35.0,56.0,42.0,50.0,22.0,15.0,2.0,154.0,213.0,11.0,10.0,58.0,3.0,6.0,
Opposition,Opposition,229,69,122,351,14,11.0,60.0,85.0,43.0,53.0,55.0,58.0,15.0,22.0,4.0,153.0,182.0,6.0,7.0,51.0,6.0,11.0,
