Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bowden, Joel",12,3,6,18,1,,,,5.0,1.0,,2.0,,,,4.0,15.0,,,2.0,,,80.0
7,"Brown, Nathan",13,5,5,18,2,,,1.0,1.0,9.0,1.0,2.0,2.0,,,6.0,12.0,2.0,1.0,,1.0,,79.0
9,"Campbell, Wayne",6,5,8,14,1,,,3.0,,1.0,1.0,1.0,,1.0,,5.0,9.0,,2.0,,,2.0,90.0
6,"Chaffey, Mark",7,4,5,12,1,,,1.0,1.0,2.0,2.0,,,,,2.0,12.0,,,1.0,1.0,1.0,91.0
24,"Coughlan, Mark",15,8,9,24,,,,5.0,1.0,6.0,6.0,2.0,2.0,1.0,,7.0,18.0,,,3.0,1.0,,84.0
3,"Deledio, Brett",5,5,10,15,1,,,2.0,1.0,,2.0,2.0,1.0,1.0,,9.0,6.0,3.0,1.0,1.0,1.0,,75.0
41,"Foley, Nathan",2,1,6,8,,,,3.0,1.0,,3.0,,,,,5.0,3.0,,,,,,53.0
2,"Gaspar, Darren",3,3,6,9,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,8.0,3.0,1.0,,2.0,,,100.0
34,"Graham, Mark",8,2,4,12,,,,,1.0,,,1.0,1.0,,,3.0,7.0,,,7.0,,,100.0
31,"Hyde, Chris",5,1,3,8,,,,1.0,,3.0,1.0,,,,,2.0,6.0,,,2.0,,,67.0
17,"Johnson, Kane",12,5,16,28,,,,3.0,3.0,3.0,6.0,1.0,1.0,,,11.0,17.0,,,,,,73.0
39,"Kellaway, Andrew",6,3,5,11,,,,4.0,3.0,,,2.0,1.0,1.0,,7.0,4.0,1.0,,3.0,2.0,,100.0
13,"Knobel, Trent",3,3,4,7,,1.0,16.0,2.0,1.0,,2.0,2.0,2.0,2.0,,5.0,2.0,1.0,1.0,3.0,,,73.0
27,"Krakouer, Andrew",7,1,4,11,2,,,5.0,1.0,2.0,3.0,2.0,2.0,,,8.0,3.0,,1.0,,1.0,,74.0
22,"Meyer, Danny",1,,3,4,,,,3.0,,1.0,,,,,,3.0,1.0,,,,,,45.0
35,"Newman, Chris",9,5,3,12,,,,3.0,5.0,,,,,,,2.0,10.0,,,3.0,,,100.0
15,"Pettifer, Kayne",8,5,4,12,,2.0,,,,5.0,,1.0,2.0,1.0,,5.0,7.0,,,1.0,,1.0,83.0
12,"Richardson, Matthew",9,4,4,13,1,1.0,,,,4.0,,5.0,1.0,2.0,,10.0,3.0,2.0,2.0,2.0,,,100.0
25,"Schulz, Jay",3,1,1,4,,,,3.0,,,1.0,3.0,,1.0,,2.0,2.0,,,2.0,,,52.0
5,"Simmonds, Troy",8,4,2,10,1,1.0,19.0,2.0,,3.0,1.0,2.0,2.0,2.0,,4.0,6.0,,1.0,,,1.0,90.0
32,"Tivendale, Greg",11,6,5,16,1,1.0,,1.0,9.0,1.0,1.0,1.0,,,,2.0,14.0,,,4.0,2.0,,94.0
21,"Tuck, Shane",16,4,7,23,,1.0,3.0,3.0,1.0,4.0,2.0,,1.0,,,7.0,16.0,,,1.0,,,96.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,169,78,120,289,11,8.0,38.0,46.0,36.0,46.0,33.0,30.0,19.0,13.0,,117.0,176.0,10.0,9.0,37.0,9.0,5.0,
Opposition,Opposition,201,112,95,296,20,11.0,18.0,36.0,36.0,56.0,22.0,36.0,13.0,19.0,6.0,102.0,193.0,10.0,19.0,52.0,27.0,10.0,
