Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9 ↓,"Ablett, Gary",4,2.0,,4,,,,1.0,2.0,1.0,1.0,1.0,,,,2.0,2,,,,,,15.0
11,"Bennell, Harley",18,3.0,21.0,39,,,,4.0,4.0,9.0,5.0,3.0,3.0,,2.0,16.0,24,1.0,,3.0,,1.0,94.0
12,"Day, Sam",7,5.0,3.0,10,1.0,,4.0,4.0,,1.0,,1.0,1.0,,,3.0,8,,,4.0,,,89.0
23,"Dixon, Charlie",11,6.0,3.0,14,3.0,3.0,1.0,1.0,,1.0,,2.0,5.0,,,15.0,2,5.0,6.0,,,,93.0
34 ↑,"Glenn, Josh",6,3.0,4.0,10,,,,4.0,2.0,1.0,1.0,1.0,,,,2.0,8,,,,,,64.0
33,"Hall, Aaron",14,3.0,10.0,24,,,,4.0,2.0,2.0,5.0,1.0,1.0,,,10.0,13,,,,2.0,1.0,84.0
28,"Kolodjashnij, Kade",11,5.0,11.0,22,,,,2.0,2.0,2.0,2.0,3.0,3.0,1.0,,7.0,14,,,2.0,1.0,1.0,90.0
40,"Lemmens, Sean",3,4.0,4.0,7,,,,6.0,,,,1.0,1.0,,,2.0,5,,,,,,76.0
37,"Lonergan, Jesse",10,3.0,10.0,20,1.0,1.0,1.0,9.0,1.0,3.0,3.0,3.0,1.0,1.0,,10.0,9,,,,1.0,,78.0
19,"Lynch, Tom",15,11.0,6.0,21,4.0,1.0,,,3.0,5.0,,4.0,2.0,2.0,,9.0,11,4.0,4.0,6.0,1.0,1.0,95.0
7,"Malceski, Nick",12,10.0,5.0,17,,1.0,,3.0,4.0,,,4.0,,2.0,,1.0,16,,1.0,3.0,,,85.0
32,"Matera, Brandon",16,9.0,1.0,17,2.0,1.0,,3.0,1.0,4.0,1.0,2.0,,1.0,,4.0,13,,2.0,,1.0,2.0,76.0
17,"May, Steven",10,3.0,3.0,13,,,,,5.0,,,4.0,1.0,2.0,,4.0,8,,,8.0,,,96.0
18,"McKenzie, Trent",14,2.0,2.0,16,,,,1.0,6.0,1.0,,6.0,,4.0,,4.0,10,,,1.0,,,86.0
44,"Miller, Touk",7,1.0,6.0,13,,,,3.0,1.0,3.0,2.0,7.0,,3.0,,8.0,5,,,1.0,,3.0,84.0
35,"Rischitelli, Michael",9,2.0,5.0,14,,1.0,,10.0,2.0,2.0,6.0,,4.0,,,10.0,5,,,1.0,,1.0,81.0
8,"Russell, Luke",10,4.0,6.0,16,1.0,,,,2.0,2.0,3.0,2.0,,,,4.0,10,,1.0,,1.0,,88.0
20,"Schade, Henry",4,,8.0,12,,,,1.0,,2.0,2.0,2.0,3.0,1.0,,8.0,3,,,2.0,,,90.0
6,"Sexton, Alex",6,1.0,3.0,9,,,,1.0,,2.0,,5.0,,4.0,,3.0,5,,,1.0,,,81.0
26,"Shaw, Matt",10,6.0,5.0,15,,,,5.0,2.0,3.0,1.0,3.0,,,,4.0,11,,,2.0,,,85.0
2,"Smith, Zac",6,2.0,8.0,14,,,25.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,,5.0,8,,,3.0,,,88.0
16,"Thompson, Rory",4,3.0,,4,,,,2.0,1.0,,,1.0,,1.0,,,4,,,4.0,,,80.0
Totals,Totals,207,88.0,124.0,331,12.0,8.0,31.0,67.0,41.0,45.0,35.0,59.0,27.0,23.0,2.0,131.0,194,10.0,14.0,41.0,7.0,10.0,
Opposition,Opposition,218,87.0,168.0,386,19.0,11.0,45.0,50.0,27.0,65.0,43.0,64.0,23.0,27.0,4.0,167.0,216,18.0,14.0,24.0,2.0,16.0,
