Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",23y 236d,88 (42-2-44 48.86%),50 (0.57),←,
35,"Baxter, Darren",27y 149d,124 (60-3-61 49.60%),26 (0.21),←,
6,"Campbell, Tony",25y 2d,95 (53-0-42 55.79%),63 (0.66),20 (14-0-6 70.00%),2 (0.10)
20,"Coleman, Glenn",31y 194d,185 (101-2-82 55.14%),114 (0.62),60 (33-1-26 55.83%),50 (0.83)
26,"Del-Re, Danny",24y 185d,40 (23-1-16 58.75%),85 (2.13),←,
29,"Grant, Chris",19y 246d,54 (30-1-23 56.48%),108 (2.00),←,
7,"Hawkins, Doug",32y 102d,283 (118-4-161 42.40%),192 (0.68),←,
10,"Hunter, Mark",26y 347d,74 (34-2-38 47.30%),2 (0.03),←,
21,"Kolyniuk, Steven",22y 41d,59 (30-1-28 51.69%),76 (1.29),←,
46,"Kretiuk, Steven",20y 42d,8 (5-0-3 62.50%),3 (0.38),←,
39,"Liberatore, Tony",26y 186d,79 (45-1-33 57.59%),47 (0.59),←,
27,"Macpherson, Stephen",27y 257d,157 (77-3-77 50.00%),141 (0.90),←,
25,"Mansfield, Matthew",23y 52d,19 (13-0-6 68.42%),3 (0.16),←,
2,"Reynolds, Keenan",23y 221d,37 (21-0-16 56.76%),5 (0.14),←,
33,"Royal, Brian",30y 247d,187 (99-2-86 53.48%),275 (1.47),←,
34,"Sexton, Ben",19y 291d,12 (7-1-4 62.50%),10 (0.83),←,
17,"Standfield, Barry",22y 184d,27 (16-0-11 59.26%),9 (0.33),←,
8,"Toohey, Bernard",29y 179d,241 (123-1-117 51.24%),112 (0.46),18 (13-0-5 72.22%),1 (0.06)
24,"Wallis, Stephen",27y 293d,196 (103-2-91 53.06%),49 (0.25),←,
15,"Wynd, Scott",22y 203d,75 (37-1-37 50.00%),11 (0.15),←,
Totals,Totals,25y 128d,2040 (1037-27-976 50.83%),1381 (0.68),,
C,"Wheeler, Terry",37y 155d,64 (35-1-28 55.47%),,←,
