Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Aish, James",10,4,8,18,1.0,,,2.0,1.0,4.0,3.0,1.0,2.0,,,9.0,9,2.0,,,,,75.0
11,"Blair, Jarryd",9,6,4,13,2.0,,,3.0,,1.0,1.0,3.0,1.0,2.0,,3.0,10,,2.0,1.0,,1.0,81.0
16,"Brown, Nathan",4,4,8,12,,,,1.0,2.0,,,2.0,,1.0,,1.0,10,,,11.0,,,92.0
32,"Cloke, Travis",12,9,1,13,,2.0,1.0,4.0,,3.0,,1.0,1.0,1.0,,6.0,7,4.0,2.0,3.0,,,97.0
46,"Cox, Mason",1,2,1,2,,,8.0,3.0,,1.0,,,,,,1.0,1,1.0,,3.0,,,79.0
25,"Crisp, Jack",7,4,7,14,,,1.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,,8.0,9,,,4.0,,,84.0
2,"de Goey, Jordan",7,7,10,17,,1.0,,,,2.0,,4.0,,2.0,,5.0,12,1.0,,2.0,,1.0,79.0
6,"Goldsack, Tyson",10,5,8,18,,,,2.0,5.0,,,,1.0,,,9.0,9,1.0,,2.0,,,76.0
19,"Greenwood, Levi",10,2,13,23,1.0,1.0,,9.0,,,3.0,5.0,1.0,2.0,,9.0,11,,1.0,1.0,,,77.0
4,"Grundy, Brodie",8,4,9,17,2.0,1.0,12.0,5.0,2.0,2.0,4.0,1.0,3.0,,1.0,9.0,9,,1.0,4.0,1.0,,77.0
38,"Howe, Jeremy",12,3,6,18,,,,2.0,1.0,2.0,,3.0,1.0,2.0,,5.0,15,1.0,,4.0,,,90.0
37,"Maynard, Brayden",12,5,4,16,,1.0,,4.0,3.0,1.0,1.0,3.0,,2.0,,2.0,13,,1.0,1.0,,,83.0
30,"Moore, Darcy",7,8,4,11,1.0,2.0,1.0,4.0,,2.0,,2.0,,,,5.0,7,2.0,3.0,2.0,,,80.0
10,"Pendlebury, Scott",17,5,17,34,1.0,,1.0,4.0,3.0,1.0,8.0,,1.0,,3.0,14.0,19,,,2.0,,,85.0
21,"Phillips, Tom",6,4,6,12,,,,2.0,,1.0,,4.0,,2.0,,1.0,11,,,,,,63.0
20,"Reid, Ben",12,7,6,18,,,,1.0,6.0,2.0,,,2.0,,,6.0,11,1.0,,4.0,,,91.0
22,"Sidebottom, Steele",10,2,11,21,,,,2.0,2.0,4.0,3.0,1.0,1.0,1.0,,6.0,15,,,1.0,,,89.0
28,"Sinclair, Ben",10,2,14,24,,,,4.0,3.0,4.0,,2.0,1.0,,,5.0,19,,,,2.0,1.0,87.0
40,"Smith, Josh",7,2,11,18,,,,1.0,2.0,2.0,,,,,,5.0,13,,,2.0,,,82.0
7,"Treloar, Adam",9,2,14,23,,,,5.0,2.0,2.0,4.0,4.0,,2.0,,5.0,18,,,,1.0,1.0,76.0
18,"Varcoe, Travis",10,7,6,16,,1.0,,3.0,1.0,3.0,,,,,,5.0,11,2.0,2.0,,,,75.0
26,"Williams, Marley",5,2,2,7,,,,2.0,2.0,1.0,,,,,,,6,,,3.0,,,82.0
Totals,Totals,195,96,170,365,8.0,9.0,24.0,67.0,36.0,41.0,28.0,39.0,17.0,18.0,4.0,119.0,245,15.0,12.0,50.0,4.0,4.0,
Opposition,Opposition,199,101,148,347,6.0,9.0,34.0,62.0,31.0,44.0,32.0,39.0,18.0,17.0,2.0,127.0,217,10.0,14.0,37.0,5.0,5.0,
