Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",20,1,6,26,,1.0,,7.0,4.0,7.0,4.0,1.0,2.0,,1.0,11.0,14.0,,,1.0,1.0,,88.0
11,"Bennell, Harley",10,4,8,18,1,1.0,,3.0,2.0,4.0,3.0,3.0,1.0,1.0,,9.0,10.0,2.0,2.0,2.0,,1.0,84.0
40 ↑,"Boston, Andrew",4,1,1,5,,1.0,,2.0,,2.0,,1.0,1.0,1.0,,2.0,3.0,,,,,,32.0
3,"Brennan, Jared",9,5,5,14,,,,1.0,1.0,2.0,2.0,7.0,,4.0,,5.0,9.0,,,1.0,1.0,,90.0
36,"Broughton, Greg",11,4,13,24,,,,9.0,1.0,1.0,3.0,,1.0,,,10.0,15.0,2.0,,3.0,1.0,1.0,86.0
30,"Brown, Campbell",8,3,4,12,1,,,4.0,1.0,2.0,,4.0,1.0,2.0,,2.0,12.0,,1.0,3.0,,2.0,79.0
12,"Day, Sam",8,5,8,16,1,,1.0,2.0,2.0,1.0,1.0,1.0,,,,7.0,8.0,2.0,,3.0,,1.0,91.0
33,"Hall, Aaron",5,4,5,10,,1.0,,,,3.0,,1.0,,1.0,,2.0,8.0,,1.0,,,,90.0
46,"Hall, Josh",4,5,7,11,,1.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,6.0,5.0,1.0,1.0,1.0,,,69.0
5,"Harbrow, Jarrod",8,6,10,18,,,,3.0,3.0,1.0,1.0,2.0,,,,5.0,13.0,,,2.0,1.0,,87.0
17,"May, Steven",4,1,1,5,,,,3.0,,2.0,,3.0,1.0,,,2.0,3.0,,,2.0,,,89.0
18,"McKenzie, Trent",21,2,3,24,1,,,2.0,7.0,3.0,,6.0,1.0,1.0,,4.0,14.0,,,3.0,1.0,,94.0
29,"Murphy, Tom",6,3,7,13,,,,1.0,,1.0,1.0,2.0,,2.0,,5.0,9.0,,,6.0,,,87.0
22,"Nicholls, Tom",8,6,10,18,,,25.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,,10.0,8.0,1.0,1.0,4.0,,1.0,85.0
1,"OMeara, Jaeger",8,5,13,21,1,1.0,,5.0,1.0,,4.0,4.0,,1.0,,10.0,11.0,,2.0,,,,83.0
10,"Prestia, Dion",13,2,14,27,,1.0,,5.0,1.0,3.0,6.0,4.0,1.0,2.0,,12.0,14.0,,,,,,85.0
8,"Russell, Luke",10,5,10,20,,,,4.0,3.0,,3.0,3.0,1.0,,,8.0,11.0,,,2.0,1.0,,86.0
26,"Shaw, Matt",8,7,14,22,1,,,2.0,2.0,4.0,1.0,5.0,,,,6.0,17.0,,,1.0,,,77.0
25,"Stanley, Danny",6,2,11,17,,,,4.0,,2.0,3.0,1.0,,,,7.0,9.0,,,,,,94.0
24,"Swallow, David",7,1,8,15,,,,4.0,,3.0,1.0,1.0,1.0,,,4.0,11.0,,,1.0,3.0,,70.0
48,"Tape, Seb",5,4,3,8,,,,6.0,,,,1.0,,,,6.0,3.0,2.0,,8.0,,,93.0
16 ↓,"Thompson, Rory",3,,1,4,,,,,2.0,1.0,,2.0,1.0,1.0,,3.0,1.0,,,6.0,,,62.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,76,162,348,6,8.0,30.0,73.0,33.0,45.0,37.0,54.0,13.0,17.0,1.0,136.0,208.0,10.0,8.0,49.0,9.0,6.0,
Opposition,Opposition,224,87,138,362,6,17.0,45.0,71.0,35.0,48.0,40.0,40.0,17.0,13.0,5.0,150.0,211.0,8.0,7.0,57.0,6.0,4.0,
