Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
15,"Abraham, Winston",21y 309d,25 (9-0-16 36.00%),39 (1.56),←,
18,"Brown, Michael",19y 318d,6 (1-0-5 16.67%),6 (1.00),←,
42,"Callaghan, Craig",20y 147d,23 (4-0-19 17.39%),12 (0.52),←,
13,"Chisholm, Scott",23y 67d,32 (11-0-21 34.38%),15 (0.47),←,
31,"Clement, James",19y 334d,8 (1-0-7 12.50%),,←,
19,"Dhurrkay, Gary",22y 152d,24 (9-0-15 37.50%),33 (1.38),←,
6,"Gilbert, Phil",26y 262d,39 (15-0-24 38.46%),8 (0.21),14 (4-0-10 28.57%),2 (0.14)
14,"Hunter, Kingsley",21y 68d,16 (4-0-12 25.00%),26 (1.63),←,
16,"Hynes, David",29y 125d,85 (56-1-28 66.47%),59 (0.69),12 (4-0-8 33.33%),4 (0.33)
38,"Jones, Anthony",21y 228d,29 (10-0-19 34.48%),,←,
11,"Kickett, Dale",28y 91d,83 (36-0-47 43.37%),45 (0.54),37 (13-0-24 35.14%),5 (0.14)
9,"Mann, Peter",25y 331d,76 (29-0-47 38.16%),65 (0.86),37 (11-0-26 29.73%),53 (1.43)
43,"McGovern, Andrew",28y 118d,42 (13-1-28 32.14%),8 (0.19),22 (9-0-13 40.91%),1 (0.05)
45,"Mitchell, Gavin",23y 219d,17 (5-0-12 29.41%),8 (0.47),←,
21,"Muir, David",25y 17d,20 (4-0-16 20.00%),2 (0.10),←,
25,"Norrish, Jason",24y 190d,50 (22-0-28 44.00%),6 (0.12),30 (10-0-20 33.33%),4 (0.13)
10,"OReilly, Stephen",23y 268d,74 (32-0-42 43.24%),9 (0.12),38 (11-0-27 28.95%),4 (0.11)
23,"Parker, Shane",23y 167d,19 (6-0-13 31.58%),3 (0.16),←,
40,"Toia, Luke",18y 254d,9 (2-0-7 22.22%),4 (0.44),←,
34,"White, Jeff",19y 166d,15 (5-0-10 33.33%),10 (0.67),←,
4,"Wills, Andrew",24y 213d,86 (50-0-36 58.14%),79 (0.92),27 (10-0-17 37.04%),36 (1.33)
Totals,Totals,23y 158d,778 (324-2-452 41.65%),437 (0.56),,
C,"Neesham, Gerard",41y 236d,40 (13-0-27 32.50%),,←,
