North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",21y 356d,9 (5-1-3 61.11%),7 (0.78),←,
4,"Anthony, Liam",22y 200d,11 (3-1-7 31.82%),1 (0.09),←,
28,"Bastinac, Ryan",18y 279d,1 (0-0-1 0.00%),,←,
33,"Campbell, Matt",23y 66d,48 (26-1-21 55.21%),53 (1.10),←,
11,"Firrito, Michael",26y 121d,128 (62-2-64 49.22%),23 (0.18),←,
22,"Goldstein, Todd",21y 270d,17 (8-1-8 50.00%),11 (0.65),←,
31,"Hale, David",25y 310d,118 (50-2-66 43.22%),104 (0.88),←,
6,"Hansen, Lachlan",21y 223d,30 (13-1-16 45.00%),13 (0.43),←,
39,"Harding, Leigh",28y 336d,130 (59-3-68 46.54%),154 (1.18),←,
29,"Harvey, Brent",31y 318d,280 (152-3-125 54.82%),322 (1.15),←,
1,"McIntosh, Hamish",25y 205d,80 (32-2-46 41.25%),39 (0.49),←,
42,"McMahon, Scott",23y 299d,52 (25-1-26 49.04%),24 (0.46),←,
3,"Rawlings, Brady",28y 291d,202 (100-2-100 50.00%),59 (0.29),←,
15,"Ross, Ben",21y 188d,13 (5-0-8 38.46%),4 (0.31),←,
9,"Swallow, Andrew",22y 299d,63 (26-1-36 42.06%),29 (0.46),←,
12,"Thomas, Lindsay",22y 28d,55 (24-2-29 45.45%),65 (1.18),←,
16,"Thompson, Scott",23y 323d,29 (7-2-20 27.59%),,←,
14,"Urquhart, Gavin",21y 314d,33 (11-0-22 33.33%),,←,
5,"Warren, Ben",21y 45d,10 (3-0-7 30.00%),13 (1.30),←,
8,"Wells, Daniel",25y 53d,131 (65-2-64 50.38%),70 (0.53),←,
19,"Wright, Sam",19y 256d,5 (1-0-4 20.00%),2 (0.40),←,
7,"Ziebell, Jack",19y 28d,11 (4-0-7 36.36%),2 (0.18),←,
Totals,Totals,23y 202d,1456 (681-27-748 46.77%),995 (0.68),,
C,"Scott, Brad",33y 329d,1 (0-0-1 0.00%),,←,
