Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Armfield, Dennis",8,5,10,18,,,,1.0,3.0,1.0,2.0,2.0,,,,8.0,10.0,,,5.0,,,81.0
19,"Betts, Eddie",12,8,3,15,2,,,2.0,,3.0,1.0,2.0,2.0,,,5.0,10.0,,2.0,2.0,,1.0,87.0
44,"Carrazzo, Andrew",17,8,10,27,,,,3.0,,4.0,,3.0,,1.0,,3.0,25.0,,,,,1.0,78.0
38,"Garlett, Jeff",12,7,6,18,3,2.0,,1.0,,5.0,,2.0,,,2.0,8.0,9.0,2.0,2.0,1.0,1.0,1.0,84.0
4,"Gibbs, Bryce",16,4,12,28,,,,5.0,3.0,3.0,1.0,1.0,1.0,,,5.0,23.0,,,2.0,2.0,,91.0
23,"Henderson, Lachie",1,1,3,4,,,,2.0,,1.0,,,,,,2.0,2.0,,,3.0,,1.0,92.0
33,"Houlihan, Ryan",7,4,10,17,2,,,2.0,,2.0,3.0,,,,,7.0,10.0,1.0,2.0,1.0,,,89.0
40,"Jamison, Michael",5,4,3,8,,,,,4.0,,,2.0,,2.0,,1.0,7.0,,,8.0,,,100.0
45,"Joseph, Aaron",4,3,6,10,,,,6.0,,3.0,2.0,5.0,,3.0,,2.0,7.0,,,1.0,1.0,1.0,86.0
5,"Judd, Chris",14,3,13,27,1,1.0,,5.0,3.0,3.0,5.0,1.0,4.0,,3.0,17.0,12.0,1.0,,,,,86.0
8,"Kreuzer, Matthew",5,2,6,11,1,2.0,12.0,6.0,,2.0,2.0,2.0,1.0,1.0,,7.0,4.0,2.0,2.0,1.0,,,68.0
24,"Lucas, Kane",7,5,4,11,,,,2.0,2.0,,,,,,,4.0,9.0,,,1.0,2.0,,70.0
7,"McLean, Brock",9,2,8,17,,,,8.0,1.0,5.0,4.0,4.0,,2.0,,6.0,10.0,,,,,,68.0
3,"Murphy, Marc",10,4,7,17,2,,,5.0,,1.0,3.0,,1.0,,,5.0,12.0,,,,,,82.0
17,"OhAilpin, Setanta",6,4,4,10,1,3.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,5.0,,3.0,1.0,,1.0,87.0
2,"Russell, Jordan",12,10,9,21,,,,5.0,1.0,1.0,,2.0,2.0,1.0,,7.0,14.0,1.0,,8.0,,,94.0
29,"Scotland, Heath",14,7,12,26,1,1.0,,3.0,2.0,7.0,3.0,,2.0,,,5.0,21.0,,,3.0,2.0,2.0,82.0
6,"Simpson, Kade",12,5,12,24,,2.0,,3.0,3.0,4.0,,1.0,2.0,,,7.0,17.0,,1.0,1.0,,1.0,89.0
1,"Walker, Andrew",10,3,8,18,,,,,6.0,1.0,,2.0,,1.0,,1.0,16.0,1.0,,4.0,2.0,,69.0
11,"Warnock, Robert",1,1,6,7,,,10.0,4.0,1.0,,2.0,1.0,2.0,1.0,,6.0,1.0,,,1.0,,,54.0
43,"White, Simon",7,8,4,11,,,,2.0,1.0,1.0,,2.0,,1.0,,1.0,10.0,,,4.0,5.0,,88.0
13,"Yarran, Chris",10,5,1,11,2,,,2.0,1.0,3.0,,1.0,,1.0,,2.0,9.0,,2.0,1.0,,1.0,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,103,157,356,15,14.0,23.0,68.0,32.0,52.0,29.0,33.0,18.0,14.0,5.0,114.0,243.0,8.0,14.0,48.0,15.0,10.0,
Opposition,Opposition,172,85,164,336,9,14.0,34.0,55.0,35.0,43.0,42.0,43.0,14.0,18.0,1.0,115.0,217.0,13.0,16.0,42.0,14.0,6.0,
