Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Aliir, Aliir",13,7,1,14,,,,1.0,5.0,2.0,,1.0,3.0,1.0,,9.0,6.0,4.0,,8.0,,,100.0
15,"Amon, Karl",15,5,10,25,,,,4.0,2.0,6.0,,9.0,,6.0,,5.0,22.0,,,,,,84.0
14,"Bergman, Miles",14,7,4,18,,1.0,,3.0,2.0,5.0,4.0,2.0,,,,4.0,14.0,,,1.0,,,79.0
10,"Boak, Travis",17,5,15,32,,3.0,,7.0,,7.0,7.0,5.0,1.0,3.0,,16.0,17.0,,2.0,,,1.0,76.0
26,"Bonner, Riley",17,3,3,20,,,,1.0,3.0,5.0,1.0,3.0,,1.0,,4.0,14.0,,,4.0,1.0,,83.0
3,"Burton, Ryan",19,6,2,21,,,,2.0,5.0,3.0,,2.0,1.0,1.0,,5.0,12.0,1.0,,2.0,,1.0,71.0
18,"Butters, Zak",7,4,4,11,1,,,6.0,,2.0,1.0,1.0,1.0,,,4.0,7.0,,2.0,2.0,1.0,1.0,84.0
33,"Byrne-Jones, Darcy",17,8,4,21,,,,1.0,6.0,2.0,2.0,3.0,,,,5.0,16.0,1.0,,3.0,,,77.0
22,"Dixon, Charlie",6,5,4,10,,1.0,4.0,2.0,,5.0,,1.0,1.0,1.0,,5.0,4.0,3.0,1.0,2.0,,1.0,92.0
28,"Drew, Willem",7,3,5,12,,1.0,,11.0,1.0,2.0,1.0,3.0,1.0,2.0,,1.0,10.0,,,4.0,,,74.0
7,"Duursma, Xavier",11,7,13,24,,,,4.0,2.0,4.0,,1.0,1.0,,,8.0,15.0,1.0,,1.0,1.0,,76.0
13 ↓,"Fantasia, Orazio",7,1,2,9,4,1.0,,2.0,,1.0,1.0,,,,,5.0,4.0,,1.0,,,,65.0
9,"Gray, Robbie",7,3,7,14,1,2.0,,1.0,,2.0,2.0,2.0,,2.0,,8.0,5.0,,1.0,,,2.0,91.0
5,"Houston, Dan",9,8,11,20,,,,2.0,3.0,1.0,1.0,5.0,1.0,,,8.0,12.0,1.0,,,,,78.0
1,"Jonas, Tom",14,9,4,18,,,,2.0,5.0,1.0,,,,,,5.0,12.0,,,10.0,,,95.0
38,"Ladhams, Peter",7,4,7,14,1,,11.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,,7.0,6.0,,1.0,2.0,,,78.0
29,"Lycett, Scott",3,1,5,8,,,16.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,,6.0,2.0,,,2.0,,,74.0
4,"Marshall, Todd",4,2,5,9,1,2.0,,3.0,,,,,,,,4.0,6.0,1.0,1.0,3.0,,,80.0
12,"McKenzie, Trent",7,2,1,8,,,,1.0,3.0,,,,,,,2.0,2.0,,,4.0,,,96.0
6,"Motlop, Steven",9,4,6,15,2,,,2.0,,3.0,,3.0,,,,2.0,14.0,,1.0,,,1.0,78.0
2 ↑,"Powell-Pepper, Sam",4,2,2,6,2,1.0,,,,1.0,,,,,,1.0,5.0,1.0,1.0,,,,15.0
20,"Rozee, Connor",7,7,10,17,,,,4.0,,1.0,1.0,4.0,4.0,3.0,,6.0,11.0,1.0,1.0,1.0,,,83.0
16,"Wines, Ollie",10,4,23,33,,1.0,,2.0,1.0,5.0,3.0,5.0,,1.0,,16.0,16.0,1.0,,2.0,,1.0,71.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,231,107,148,379,12,14.0,31.0,65.0,40.0,60.0,29.0,54.0,19.0,24.0,,136.0,232.0,15.0,12.0,51.0,3.0,8.0,
Opposition,Opposition,193,76,122,315,5,13.0,36.0,50.0,48.0,45.0,37.0,59.0,24.0,19.0,,128.0,179.0,10.0,8.0,59.0,5.0,5.0,
