Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",31y 59d,241 (147-0-94 61.00%),131 (0.54),←,
16,"Brown, Leigh",22y 89d,94 (34-1-59 36.70%),39 (0.41),31 (15-1-15 50.00%),19 (0.61)
2,"Colbert, Leigh",28y 350d,179 (101-2-76 56.98%),63 (0.35),74 (39-1-34 53.38%),13 (0.18)
6,"Grant, Shannon",27y 33d,201 (116-2-83 58.21%),220 (1.09),143 (84-1-58 59.09%),182 (1.27)
31,"Hale, David",20y,9 (2-0-7 22.22%),4 (0.44),←,
39,"Harding, Leigh",23y 26d,46 (23-1-22 51.09%),70 (1.52),←,
4,"Harris, Daniel",22y 12d,34 (17-1-16 51.47%),11 (0.32),←,
29,"Harvey, Brent",26y 8d,159 (95-1-63 60.06%),193 (1.21),←,
21,"Jones, Corey",23y 86d,47 (21-0-26 44.68%),48 (1.02),←,
34,"King, David",32y 76d,228 (139-1-88 61.18%),140 (0.61),←,
35,"Makepeace, Troy",25y 77d,92 (47-1-44 51.63%),23 (0.25),←,
19,"Motlop, Daniel",22y 67d,31 (11-1-19 37.10%),36 (1.16),←,
20,"Petrie, Drew",21y 220d,50 (23-1-26 47.00%),49 (0.98),←,
17,"Porter, Mark",27y 224d,102 (52-1-49 51.47%),20 (0.20),47 (24-1-22 52.13%),7 (0.15)
3,"Rawlings, Brady",22y 347d,79 (45-0-34 56.96%),34 (0.43),←,
26,"Rocca, Saverio",30y 184d,215 (99-3-113 46.74%),641 (2.98),59 (29-1-29 50.00%),127 (2.15)
32,"Sansbury, Eddie",20y 178d,7 (3-0-4 42.86%),1 (0.14),←,
7,"Simpson, Adam",28y 96d,189 (117-1-71 62.17%),64 (0.34),←,
9,"Sinclair, Jess",25y 270d,109 (38-1-70 35.32%),55 (0.50),59 (25-1-33 43.22%),29 (0.49)
10,"Stevens, Anthony",32y 325d,279 (167-1-111 60.04%),125 (0.45),←,
36,"Watt, Shannon",23y 178d,56 (28-1-27 50.89%),4 (0.07),←,
8,"Wells, Daniel",19y 109d,27 (14-1-12 53.70%),15 (0.56),←,
Totals,Totals,25y 104d,2474 (1339-21-1114 54.12%),1986 (0.80),,
C,"Laidley, Dani",37y 56d,31 (15-1-15 50.00%),,←,
