Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
10,"Ballard, Charlie",19y 348d,26 (4-0-22 15.38%),1 (0.04),←,
7,"Brodie, Will",20y 317d,17 (2-0-15 11.76%),3 (0.18),←,
19,"Corbett, Josh",23y 74d,8 (0-0-8 0.00%),3 (0.38),←,
12,"Day, Sam",26y 303d,113 (32-1-80 28.76%),77 (0.68),←,
8,"Fiorini, Brayden",21y 318d,40 (9-0-31 22.50%),13 (0.32),←,
1,"Hanley, Pearce",30y 233d,154 (44-0-110 28.57%),59 (0.38),25 (6-0-19 24.00%),1 (0.04)
5,"Harbrow, Jarrod",30y 353d,238 (84-2-152 35.71%),54 (0.23),168 (44-1-123 26.49%),33 (0.20)
40,"Heron, Jacob",19y 208d,9 (1-0-8 11.11%),2 (0.22),←,
20,"Hombsch, Jack",26y 121d,113 (53-0-60 46.90%),1 (0.01),15 (3-0-12 20.00%),
38,"Joyce, Jesse",21y 323d,60 (15-0-45 25.00%),2 (0.03),←,
34,"King, Ben",18y 364d,7 (0-0-7 0.00%),5 (0.71),←,
41,"Lukosius, Jack",18y 331d,14 (3-0-11 21.43%),3 (0.21),←,
44,"Macpherson, Darcy",21y 250d,32 (6-0-26 18.75%),18 (0.56),←,
4,"Martin, Jack",24y 158d,96 (25-1-70 26.56%),80 (0.83),←,
2,"Miles, Anthony",27y 128d,84 (39-0-45 46.43%),31 (0.37),13 (3-0-10 23.08%),6 (0.46)
11,"Miller, Touk",23y 134d,93 (20-1-72 22.04%),27 (0.29),←,
27,"Powell, Wil",19y 314d,20 (4-0-16 20.00%),9 (0.45),←,
18,"Scheer, Brad",20y 309d,12 (1-0-11 8.33%),2 (0.17),←,
6,"Sexton, Alex",25y 215d,112 (28-0-84 25.00%),96 (0.86),←,
24,"Swallow, David",26y 229d,132 (34-0-98 25.76%),65 (0.49),←,
14,"Weller, Lachie",23y 133d,80 (20-0-60 25.00%),22 (0.28),33 (6-0-27 18.18%),5 (0.15)
28,"Witts, Jarrod",26y 296d,95 (31-0-64 32.63%),25 (0.26),55 (13-0-42 23.64%),7 (0.13)
Totals,Totals,23y 232d,1555 (455-5-1095 29.26%),598 (0.38),,
C,"Dew, Stuart",39y 322d,37 (7-0-30 18.92%),,←,
