Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",10.0,2.0,3,13,1.0,1.0,,,3.0,,2.0,3.0,1.0,2.0,,6.0,7.0,2.0,1.0,2.0,,,
38,"Baird, John",3.0,2.0,5,8,,,,5.0,1.0,2.0,,2.0,1.0,,,5.0,2.0,1.0,,1.0,,,
12,"Blakey, John",,,3,3,,,,1.0,,,,,,,,,3.0,,,1.0,,,
22,"Burton, Matthew",3.0,5.0,5,8,,,32.0,1.0,,1.0,,3.0,,,,1.0,6.0,,,2.0,,,
23,"Clayton, Shane",18.0,8.0,3,21,3.0,2.0,,1.0,1.0,,1.0,2.0,2.0,1.0,,7.0,13.0,2.0,3.0,,,,
45,"Cochrane, Stuart",5.0,1.0,4,9,,,1.0,4.0,1.0,1.0,1.0,3.0,,1.0,,6.0,4.0,,,3.0,,,
2,"Colbert, Leigh",6.0,1.0,2,8,,,,1.0,3.0,,3.0,2.0,1.0,1.0,,3.0,5.0,1.0,,5.0,,,
6,"Grant, Shannon",26.0,3.0,6,32,,,,,6.0,9.0,5.0,1.0,,,,7.0,26.0,,,,3.0,,
29,"Harvey, Brent",12.0,4.0,9,21,1.0,,,3.0,4.0,1.0,4.0,4.0,,2.0,,3.0,13.0,,1.0,2.0,5.0,,
34,"King, David",13.0,1.0,5,18,1.0,,,,5.0,4.0,,3.0,,1.0,,7.0,8.0,,,,2.0,,
35,"Makepeace, Troy",7.0,1.0,7,14,,1.0,,1.0,6.0,1.0,,1.0,,,,5.0,5.0,,,,6.0,,
5,"McCartney, Jason",3.0,1.0,2,5,,,,1.0,2.0,,1.0,,1.0,,,6.0,,1.0,,1.0,,,
32,"Morrell, Digby",6.0,5.0,1,7,2.0,1.0,,1.0,,1.0,,2.0,,,,3.0,4.0,1.0,3.0,3.0,,,
19,"Motlop, Daniel",4.0,3.0,7,11,,2.0,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,7.0,4.0,1.0,,7.0,10.0,,
44,"Motlop, Shannon",5.0,3.0,1,6,1.0,,1.0,1.0,,2.0,1.0,,,,,,4.0,,,1.0,1.0,,
28,"Pickett, Byron",8.0,3.0,4,12,1.0,1.0,,7.0,,5.0,1.0,2.0,2.0,,,7.0,5.0,1.0,,3.0,6.0,,
17,"Porter, Mark",1.0,,2,3,,,10.0,1.0,,,,,,,,1.0,2.0,,,,,,
30,"Robbins, Ben",11.0,2.0,11,22,,,,,1.0,3.0,7.0,2.0,1.0,2.0,,8.0,13.0,,,,,,
26,"Rocca, Saverio",7.0,6.0,4,11,3.0,,,1.0,,5.0,,4.0,,,,4.0,7.0,1.0,2.0,1.0,,,
7,"Simpson, Adam",13.0,1.0,9,22,,,,1.0,,5.0,9.0,1.0,,1.0,,9.0,9.0,,,,,,
10,"Stevens, Anthony",14.0,5.0,10,24,,1.0,,5.0,3.0,4.0,4.0,5.0,3.0,1.0,,8.0,13.0,,2.0,1.0,2.0,,
36,"Watt, Shannon",1.0,1.0,5,6,,,,,,1.0,1.0,,,,,3.0,2.0,,,,,,
Totals,Totals,176.0,58.0,108,284,13.0,9.0,44.0,36.0,39.0,47.0,42.0,41.0,13.0,13.0,,106.0,155.0,11.0,12.0,33.0,35.0,,
Opposition,Opposition,237.0,123.0,138,375,24.0,11.0,27.0,46.0,30.0,68.0,34.0,35.0,13.0,13.0,6.0,125.0,244.0,18.0,18.0,25.0,27.0,,
