Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
5,"Buckley, Nathan",31y 56d,227 (95-2-130 42.29%),223 (0.98),207 (91-2-114 44.44%),202 (0.98)
17,"Burns, Scott",28y 271d,160 (72-1-87 45.31%),88 (0.55),←,
8,"Clement, James",27y 16d,149 (64-0-85 42.95%),46 (0.31),65 (38-0-27 58.46%),8 (0.12)
34,"Cloke, Jason",21y 137d,42 (28-0-14 66.67%),3 (0.07),←,
13,"Cole, Richard",20y 67d,25 (18-0-7 72.00%),6 (0.24),←,
1,"Davis, Leon",22y 95d,68 (33-0-35 48.53%),80 (1.18),←,
4,"Didak, Alan",20y 217d,48 (32-0-16 66.67%),60 (1.25),←,
25,"Fraser, Josh",21y 258d,89 (48-0-41 53.93%),82 (0.92),←,
6,"Holland, Brodie",23y 260d,89 (41-0-48 46.07%),94 (1.06),53 (33-0-20 62.26%),57 (1.08)
26,"Johnson, Ben",22y 168d,77 (45-0-32 58.44%),17 (0.22),←,
28,"Kinnear, Ben",24y 205d,46 (20-0-26 43.48%),10 (0.22),←,
18,"Licuria, Paul",25y 259d,115 (53-0-62 46.09%),36 (0.31),105 (51-0-54 48.57%),34 (0.32)
39,"Lokan, Matthew",20y 304d,24 (17-0-7 70.83%),5 (0.21),←,
37,"Lonie, Ryan",20y 200d,63 (38-0-25 60.32%),30 (0.48),←,
11,"OBree, Shane",24y 189d,105 (56-0-49 53.33%),43 (0.41),86 (47-0-39 54.65%),40 (0.47)
35,"Prestigiacomo, Simon",25y 232d,127 (54-0-73 42.52%),3 (0.02),←,
23,"Rocca, Anthony",26y 36d,166 (78-0-88 46.99%),252 (1.52),144 (67-0-77 46.53%),241 (1.67)
29,"Scotland, Heath",23y 61d,52 (23-0-29 44.23%),11 (0.21),←,
22,"Shaw, Rhyce",21y 339d,22 (14-0-8 63.64%),5 (0.23),←,
20,"Tarrant, Chris",23y 2d,109 (53-0-56 48.62%),190 (1.74),←,
14,"Wakelin, Shane",29y 39d,163 (84-2-77 52.15%),19 (0.12),69 (43-0-26 62.32%),
2,"Woewodin, Shane",27y 70d,162 (81-0-81 50.00%),78 (0.48),24 (17-0-7 70.83%),15 (0.63)
Totals,Totals,24y 59d,2128 (1047-5-1076 49.20%),1381 (0.65),,
C,"Malthouse, Mick",50y 34d,471 (273-4-194 58.39%),,93 (50-0-43 53.76%),
