West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
37,"Barrass, Tom",21y 295d,28 (18-1-9 66.07%),,←,
15,"Cripps, Jamie",25y 98d,113 (64-1-48 57.08%),134 (1.19),97 (56-1-40 58.25%),118 (1.22)
27,"Darling, Jack",25y 47d,145 (88-1-56 61.03%),262 (1.81),←,
14,"Duggan, Liam",20y 231d,40 (25-0-15 62.50%),7 (0.17),←,
3,"Gaff, Andrew",25y 44d,150 (91-1-58 61.00%),54 (0.36),←,
25,"Hurn, Shannon",29y 329d,217 (123-1-93 56.91%),49 (0.23),←,
34,"Hutchings, Mark",26y 66d,69 (40-1-28 58.70%),33 (0.48),←,
39,"Karpany, Malcolm",22y 59d,6 (2-0-4 33.33%),5 (0.83),←,
17,"Kennedy, Josh",29y 339d,201 (97-2-102 48.76%),499 (2.48),179 (94-1-84 52.79%),488 (2.73)
2,"LeCras, Mark",30y 334d,192 (106-1-85 55.47%),402 (2.09),←,
16,"Mackenzie, Eric",29y 72d,141 (66-0-75 46.81%),7 (0.05),←,
20,"McGovern, Jeremy",25y 106d,73 (47-0-26 64.38%),28 (0.38),←,
1,"Mitchell, Sam",34y 291d,323 (199-1-123 61.76%),69 (0.21),16 (10-0-6 62.50%),2 (0.13)
30,"Nelson, Jackson",21y 137d,30 (21-0-9 70.00%),1 (0.03),←,
24,"Partington, Luke",20y 147d,1 (1-0-0 100.00%),1 (1.00),←,
21,"Petrie, Drew",34y 288d,326 (164-3-159 50.77%),439 (1.35),10 (5-0-5 50.00%),11 (1.10)
8,"Redden, Jack",26y 233d,157 (63-1-93 40.45%),58 (0.37),28 (19-0-9 67.86%),6 (0.21)
31,"Schofield, Will",28y 187d,163 (90-1-72 55.52%),22 (0.13),←,
4,"Sheed, Dom",22y 111d,54 (33-1-20 62.04%),22 (0.41),←,
5,"Sheppard, Brad",26y 68d,125 (69-1-55 55.60%),17 (0.14),←,
13,"Shuey, Luke",27y 58d,151 (94-1-56 62.58%),118 (0.78),←,
6,"Yeo, Elliot",23y 302d,101 (57-1-43 56.93%),45 (0.45),74 (46-1-27 62.84%),44 (0.59)
Totals,Totals,26y 92d,2806 (1558-19-1229 55.52%),2272 (0.81),,
C,"Simpson, Adam",41y 164d,88 (55-1-32 63.07%),,←,
