Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",22y 202d,55 (11-1-43 20.91%),39 (0.71),←,
15,"Anderson, Noah",19y 195d,14 (5-1-8 39.29%),4 (0.29),←,
10,"Ballard, Charlie",21y 38d,45 (9-1-35 21.11%),1 (0.02),←,
3,"Bowes, Jack",22y 217d,56 (13-1-42 24.11%),13 (0.23),←,
35,"Budarick, Connor",19y 146d,14 (5-1-8 39.29%),1 (0.07),←,
25,"Collins, Sam",26y 76d,37 (11-1-25 31.08%),,23 (8-1-14 36.96%),
19,"Corbett, Josh",24y 129d,13 (1-1-11 11.54%),3 (0.23),←,
12,"Day, Sam",27y 359d,134 (37-2-95 28.36%),96 (0.72),←,
4,"Ellis, Brandon",27y 27d,189 (113-2-74 60.32%),63 (0.33),13 (4-1-8 34.62%),5 (0.38)
26,"Flanders, Sam",19y 37d,4 (1-1-2 37.50%),2 (0.50),←,
46,"Graham, Caleb",19y 353d,7 (1-0-6 14.29%),,←,
21,"Greenwood, Hugh",28y 177d,65 (35-2-28 55.38%),38 (0.58),14 (5-1-8 39.29%),2 (0.14)
34,"King, Ben",20y 54d,28 (5-1-22 19.64%),38 (1.36),←,
13,"Lukosius, Jack",20y 21d,35 (8-1-26 24.29%),6 (0.17),←,
44,"Macpherson, Darcy",22y 306d,49 (11-0-38 22.45%),25 (0.51),←,
11,"Miller, Touk",24y 190d,114 (25-2-87 22.81%),31 (0.27),←,
27,"Powell, Wil",21y 4d,32 (9-1-22 29.69%),11 (0.34),←,
22,"Rankine, Izak",20y 129d,9 (2-1-6 27.78%),11 (1.22),←,
6,"Sexton, Alex",26y 271d,130 (33-0-97 25.38%),123 (0.95),←,
24,"Swallow, David",27y 285d,151 (38-1-112 25.50%),71 (0.47),←,
14,"Weller, Lachie",24y 189d,100 (25-1-74 25.50%),34 (0.34),53 (11-1-41 21.70%),17 (0.32)
28,"Witts, Jarrod",27y 352d,116 (36-1-79 31.47%),25 (0.22),76 (18-1-57 24.34%),7 (0.09)
Totals,Totals,23y 138d,1397 (434-23-940 31.07%),635 (0.45),,
C,"Dew, Stuart",41y 12d,58 (12-1-45 21.55%),,←,
