Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",22y 276d,12 (5-0-7 41.67%),17 (1.42),←,
21,"Barlow, Michael",22y 121d,4 (3-0-1 75.00%),4 (1.00),←,
6,"Broughton, Greg",23y 201d,19 (6-0-13 31.58%),2 (0.11),←,
15,"Crowley, Ryan",26y 44d,82 (38-0-44 46.34%),59 (0.72),←,
40,"de Boer, Matt",20y 39d,19 (6-0-13 31.58%),5 (0.26),←,
41,"Duffield, Paul",25y 72d,49 (18-0-31 36.73%),15 (0.31),←,
4,"Hasleby, Paul",28y 310d,192 (81-0-111 42.19%),110 (0.57),←,
43,"Hayden, Roger",29y 130d,106 (54-0-52 50.94%),11 (0.10),←,
11,"Headland, Des",29y 87d,165 (98-0-67 59.39%),177 (1.07),113 (58-0-55 51.33%),125 (1.11)
32,"Hill, Stephen",19y 352d,26 (9-0-17 34.62%),13 (0.50),←,
37,"Johnson, Michael",25y 180d,88 (43-0-45 48.86%),23 (0.26),←,
23,"Mayne, Chris",21y 167d,26 (11-0-15 42.31%),24 (0.92),←,
18,"McPharlin, Luke",28y 138d,155 (75-0-80 48.39%),112 (0.72),143 (67-0-76 46.85%),109 (0.76)
9,"McPhee, Adam",27y 194d,171 (68-1-102 40.06%),95 (0.56),29 (9-0-20 31.03%),12 (0.41)
2,"Morabito, Anthony",18y 171d,4 (3-0-1 75.00%),3 (0.75),←,
16,"Mundy, David",24y 272d,112 (50-0-62 44.64%),41 (0.37),←,
29,"Pavlich, Matthew",28y 108d,217 (92-0-125 42.40%),422 (1.94),←,
46,"Pearce, Clancee",19y 177d,9 (3-0-6 33.33%),8 (0.89),←,
31,"Sandilands, Aaron",27y 133d,139 (67-0-72 48.20%),48 (0.35),←,
36,"Silvagni, Alex",22y 201d,4 (3-0-1 75.00%),2 (0.50),←,
20,"Tarrant, Chris",29y 212d,223 (96-0-127 43.05%),359 (1.61),62 (21-0-41 33.87%),60 (0.97)
47,"van Berlo, Jay",21y 212d,8 (5-0-3 62.50%),3 (0.38),←,
Totals,Totals,24y 239d,1830 (834-1-995 45.57%),1553 (0.85),,
C,"Harvey, Mark",44y 311d,55 (19-0-36 34.55%),,←,
