Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",22y 216d,63 (26-2-35 42.86%),36 (0.57),←,
50,"Ballantyne, Jon",21y 363d,4 (2-0-2 50.00%),13 (3.25),←,
35,"Baxter, Darren",26y 130d,99 (44-3-52 45.96%),16 (0.16),←,
18,"Cameron, Leon",18y 328d,36 (18-1-17 51.39%),17 (0.47),←,
1,"Charles, Justin",20y 302d,22 (11-1-10 52.27%),12 (0.55),←,
20,"Coleman, Glenn",30y 174d,161 (86-2-73 54.04%),90 (0.56),36 (18-1-17 51.39%),26 (0.72)
37,"Croft, Matthew",18y 151d,1 (1-0-0 100.00%),,←,
12,"Eppelstun, Greg",24y 253d,96 (47-2-47 50.00%),1 (0.01),←,
32,"Foster, Peter",31y 55d,145 (75-3-67 52.76%),53 (0.37),138 (72-3-63 53.26%),51 (0.37)
29,"Grant, Chris",18y 226d,30 (15-1-14 51.67%),62 (2.07),←,
44,"Grant, Jamie",21y 34d,5 (2-0-3 40.00%),1 (0.20),←,
7,"Hawkins, Doug",31y 83d,260 (104-4-152 40.77%),157 (0.60),←,
10,"Hunter, Mark",25y 327d,56 (23-2-31 42.86%),2 (0.04),←,
4,"Kellett, Nigel",21y 221d,15 (6-0-9 40.00%),3 (0.20),←,
8,"Kennedy, Rick",30y 228d,153 (65-2-86 43.14%),34 (0.22),←,
21,"Kolyniuk, Steven",21y 22d,39 (18-1-20 47.44%),41 (1.05),←,
39,"Liberatore, Tony",25y 166d,54 (29-1-24 54.63%),34 (0.63),←,
27,"Macpherson, Stephen",26y 237d,133 (62-3-68 47.74%),134 (1.01),←,
14,"Reynolds, Keenan",22y 201d,25 (13-0-12 52.00%),3 (0.12),←,
15,"Wynd, Scott",21y 183d,52 (22-1-29 43.27%),9 (0.17),←,
Totals,Totals,24y 31d,1449 (669-29-751 46.17%),718 (0.50),,
C,"Wheeler, Terry",36y 136d,39 (19-1-19 50.00%),,←,
