Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",31y 65d,273 (148-2-123 54.58%),368 (1.35),81 (24-0-57 29.63%),106 (1.31)
27,"Cameron, Clay",21y 52d,13 (2-0-11 15.38%),1 (0.08),←,
12,"Day, Sam",22y 315d,71 (21-0-50 29.58%),47 (0.66),←,
34,"Glenn, Josh",21y 130d,3 (1-0-2 33.33%),1 (0.33),←,
33,"Hall, Aaron",24y 251d,54 (20-0-34 37.04%),51 (0.94),←,
14,"Hallahan, Mitch",22y 329d,18 (4-0-14 22.22%),5 (0.28),12 (1-0-11 8.33%),3 (0.25)
5,"Harbrow, Jarrod",27y,160 (65-1-94 40.94%),47 (0.29),90 (25-0-65 27.78%),26 (0.29)
28,"Kolodjashnij, Kade",19y 343d,33 (9-0-24 27.27%),8 (0.24),←,
37,"Lonergan, Jesse",20y 246d,24 (6-0-18 25.00%),2 (0.08),←,
19,"Lynch, Tom",22y 260d,73 (20-0-53 27.40%),102 (1.40),←,
7,"Malceski, Nick",30y 337d,185 (117-2-66 63.78%),68 (0.37),9 (1-0-8 11.11%),1 (0.11)
32,"Matera, Brandon",23y 129d,67 (19-0-48 28.36%),72 (1.07),←,
17,"May, Steven",23y 189d,64 (20-0-44 31.25%),15 (0.23),←,
18,"McKenzie, Trent",23y 106d,89 (25-0-64 28.09%),20 (0.22),←,
44,"Miller, Touk",19y 146d,15 (2-0-13 13.33%),6 (0.40),←,
22,"Nicholls, Tom",23y 136d,27 (8-0-19 29.63%),5 (0.19),←,
35,"Rischitelli, Michael",29y 191d,193 (69-3-121 36.53%),85 (0.44),82 (20-0-62 24.39%),38 (0.46)
6,"Sexton, Alex",21y 227d,36 (9-0-27 25.00%),18 (0.50),←,
26,"Shaw, Matt",23y 163d,80 (21-0-59 26.25%),28 (0.35),←,
2,"Smith, Zac",25y 146d,61 (12-0-49 19.67%),31 (0.51),←,
16,"Thompson, Rory",24y 128d,60 (17-0-43 28.33%),7 (0.12),←,
30,"Wright, Peter",18y 313d,3 (0-0-3 0.00%),1 (0.33),←,
Totals,Totals,23y 257d,1602 (615-8-979 38.39%),988 (0.62),,
C,"Eade, Rodney",57y 105d,329 (171-4-154 52.58%),,15 (2-0-13 13.33%),
