Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
12,"Cook, James",22y 97d,27 (17-0-10 62.96%),37 (1.37),2 (1-0-1 50.00%),2 (1.00)
16,"Croft, Matthew",23y 47d,38 (22-1-15 59.21%),17 (0.45),←,
11,"Curley, Todd",23y 90d,6 (3-0-3 50.00%),5 (0.83),3 (1-0-2 33.33%),4 (1.33)
14,"Darcy, Luke",20y 276d,6 (2-0-4 33.33%),1 (0.17),←,
3,"Grant, Chris",23y 122d,125 (66-2-57 53.60%),263 (2.10),←,
10,"Hunter, Mark",30y 223d,123 (60-2-61 49.59%),9 (0.07),←,
6,"Johnson, Brad",19y 270d,33 (15-1-17 46.97%),20 (0.61),←,
4,"Kellett, Nigel",26y 117d,81 (42-1-38 52.47%),38 (0.47),←,
2,"Kolyniuk, Steven",25y 283d,110 (56-1-53 51.36%),124 (1.13),←,
35,"Kretiuk, Steven",23y 284d,47 (29-0-18 61.70%),9 (0.19),←,
39,"Liberatore, Tony",30y 62d,154 (84-2-68 55.19%),75 (0.49),←,
23,"Martin, Michael",19y 48d,6 (1-0-5 16.67%),1 (0.17),←,
44,"Osborne, Richard",31y 302d,247 (104-1-142 42.31%),535 (2.17),44 (23-1-20 53.41%),85 (1.93)
22,"Quill, Peter",26y 234d,45 (27-1-17 61.11%),15 (0.33),←,
36,"Romero, Jose",24y 256d,108 (58-0-50 53.70%),111 (1.03),19 (9-0-10 47.37%),13 (0.68)
38,"Sir, Sedat",21y 38d,9 (3-0-6 33.33%),,←,
5,"Smith, Rohan",22y 318d,56 (31-1-24 56.25%),25 (0.45),←,
17,"Standfield, Barry",26y 60d,98 (53-1-44 54.59%),38 (0.39),←,
25,"Watts, Jason",24y 259d,33 (18-0-15 54.55%),11 (0.33),←,
45,"Wira, Brad",24y 28d,4 (1-0-3 25.00%),,3 (1-0-2 33.33%),
15,"Wynd, Scott",26y 79d,129 (65-2-62 51.16%),24 (0.19),←,
Totals,Totals,24y 219d,1485 (757-16-712 50.98%),1358 (0.91),,
C,"Joyce, Alan",53y 175d,141 (91-1-49 64.89%),,48 (24-1-23 51.04%),
