Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Birchall, Grant",18,8,13,31,,,,,5.0,3.0,1.0,2.0,2.0,1.0,1.0,8.0,22.0,,,2.0,,1.0,77.0
22,"Breust, Luke",11,6,11,22,5,,,2.0,,3.0,2.0,2.0,2.0,1.0,,9.0,13.0,,4.0,2.0,,2.0,86.0
9,"Burgoyne, Shaun",10,5,13,23,,,,5.0,2.0,1.0,3.0,1.0,,1.0,,10.0,12.0,1.0,,2.0,,2.0,81.0
13,"Cheney, Kyle",5,3,3,8,,,,,,1.0,,2.0,,,,1.0,6.0,,,6.0,,,96.0
8,"Duryea, Taylor",12,6,7,19,,,,1.0,3.0,4.0,,,,,,4.0,15.0,1.0,,3.0,,,75.0
6,"Gibson, Josh",5,2,5,10,,,,3.0,1.0,,,1.0,1.0,1.0,,4.0,5.0,,,6.0,,,100.0
19,"Gunston, Jack",12,8,2,14,2,3.0,,3.0,,2.0,,2.0,1.0,,,5.0,10.0,1.0,5.0,4.0,,2.0,87.0
20,"Hale, David",8,6,11,19,,1.0,18.0,1.0,,4.0,1.0,3.0,1.0,1.0,,10.0,10.0,3.0,,1.0,,2.0,82.0
10,"Hill, Bradley",11,4,15,26,,,,2.0,4.0,3.0,3.0,,,,,9.0,18.0,,,1.0,,1.0,80.0
15,"Hodge, Luke",15,8,4,19,,,1.0,3.0,6.0,3.0,2.0,2.0,3.0,,,6.0,16.0,,,4.0,,1.0,80.0
29,"Langford, Will",12,2,4,16,,1.0,2.0,6.0,1.0,6.0,6.0,6.0,2.0,3.0,,9.0,8.0,,1.0,2.0,,1.0,84.0
3,"Lewis, Jordan",14,6,8,22,1,,1.0,7.0,1.0,4.0,7.0,3.0,,,,10.0,13.0,,1.0,1.0,,,83.0
7,"McEvoy, Ben",5,6,8,13,1,,22.0,3.0,,,2.0,,,,,11.0,5.0,5.0,1.0,7.0,,1.0,82.0
5,"Mitchell, Sam",11,2,10,21,1,,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,,7.0,11.0,,1.0,3.0,1.0,,94.0
23 ↓,"OBrien, Tim",2,2,4,6,1,,,1.0,,,,,1.0,,,3.0,4.0,,1.0,,,,63.0
28,"Puopolo, Paul",8,4,10,18,,2.0,,1.0,1.0,1.0,,2.0,2.0,,,5.0,11.0,,1.0,,,2.0,75.0
2,"Roughead, Jarryd",13,5,6,19,5,1.0,,1.0,,2.0,1.0,2.0,,1.0,2.0,5.0,14.0,2.0,5.0,2.0,,2.0,99.0
26,"Shiels, Liam",17,2,4,21,2,1.0,,8.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,6.0,13.0,,1.0,2.0,,1.0,90.0
32,"Simpkin, Jonathan",8,3,15,23,,,,3.0,,2.0,3.0,,,,,7.0,16.0,,,,,2.0,88.0
16,"Smith, Isaac",19,7,7,26,2,1.0,1.0,,4.0,2.0,2.0,2.0,,,,5.0,19.0,,,2.0,3.0,,85.0
4,"Suckling, Matt",14,8,4,18,1,,,2.0,,5.0,1.0,2.0,,1.0,,3.0,14.0,1.0,1.0,1.0,2.0,,84.0
36 ↑,"Wanganeen, Derick",1,1,3,4,,,,2.0,,,1.0,,,,,1.0,3.0,,,,,,26.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,231,104,167,398,21,13.0,46.0,55.0,33.0,53.0,41.0,37.0,18.0,12.0,6.0,138.0,258.0,14.0,22.0,51.0,6.0,20.0,
Opposition,Opposition,184,74,128,312,13,13.0,41.0,65.0,26.0,50.0,39.0,42.0,12.0,18.0,,123.0,183.0,7.0,12.0,47.0,6.0,6.0,
