Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",7,4,2,9,,,,6.0,4.0,,,2.0,,,,3.0,6.0,1.0,,4.0,2.0,,61.0
16,"Brown, Leigh",9,7,7,16,1,,,2.0,,1.0,,3.0,,1.0,,6.0,10.0,,1.0,4.0,,,84.0
24,"Firrito, Michael",8,3,9,17,,,,1.0,3.0,2.0,,,1.0,,,7.0,9.0,,,4.0,1.0,,93.0
38,"Gibson, Josh",5,1,7,12,,,,1.0,1.0,,1.0,4.0,1.0,2.0,,5.0,7.0,,,1.0,,,80.0
6,"Grant, Shannon",12,4,2,14,2,1.0,,2.0,3.0,3.0,,2.0,1.0,1.0,,3.0,10.0,,2.0,3.0,1.0,1.0,93.0
15,"Green, Kasey",8,5,7,15,,,,,4.0,2.0,,,,,,2.0,13.0,,,4.0,,,80.0
31,"Hale, David",9,10,9,18,,2.0,12.0,3.0,,3.0,3.0,2.0,,2.0,,4.0,14.0,,2.0,1.0,,1.0,94.0
39,"Harding, Leigh",5,4,1,6,,1.0,,2.0,2.0,1.0,1.0,1.0,,1.0,,2.0,4.0,,1.0,,1.0,,72.0
4,"Harris, Daniel",9,3,11,20,,2.0,,5.0,1.0,2.0,5.0,,,,,9.0,11.0,,1.0,4.0,,,83.0
29,"Harvey, Brent",20,7,10,30,1,,,,2.0,7.0,2.0,4.0,,,,4.0,27.0,,1.0,,5.0,,98.0
2,"Hay, Jonathan",6,6,5,11,,,1.0,2.0,1.0,,1.0,4.0,,1.0,,1.0,10.0,,,1.0,1.0,,100.0
21,"Jones, Corey",10,5,4,14,,,,4.0,1.0,6.0,1.0,3.0,2.0,1.0,,8.0,5.0,1.0,,2.0,,1.0,98.0
35,"Makepeace, Troy",9,6,6,15,,,,4.0,5.0,3.0,,3.0,1.0,1.0,,3.0,12.0,1.0,,,2.0,1.0,92.0
1,"McIntosh, Hamish",,1,2,2,,,6.0,,,,,,,,,1.0,1.0,,,2.0,,,25.0
37,"Perry, Joel",5,4,13,18,,,,1.0,3.0,,1.0,4.0,,2.0,,7.0,11.0,,,5.0,1.0,,96.0
3,"Rawlings, Brady",16,5,10,26,,,,3.0,4.0,5.0,2.0,2.0,,,,4.0,22.0,,,2.0,3.0,,91.0
26,"Rocca, Saverio",9,7,1,10,6,1.0,1.0,,,1.0,,2.0,,2.0,,4.0,6.0,2.0,6.0,2.0,,,96.0
7,"Simpson, Adam",12,5,18,30,,1.0,1.0,3.0,2.0,1.0,5.0,5.0,3.0,,,14.0,17.0,,,5.0,,,90.0
23,"Thompson, Nathan",4,2,3,7,,,,2.0,,2.0,,2.0,2.0,1.0,,3.0,4.0,,1.0,,,1.0,84.0
12,"Thurley, Cameron",,1,2,2,,,,,,,,1.0,,,,1.0,1.0,,,,,,36.0
13,"Trotter, David",7,1,2,9,,,,2.0,1.0,2.0,,,,,,1.0,7.0,,,,4.0,,65.0
8,"Wells, Daniel",11,2,5,16,1,,1.0,2.0,3.0,6.0,,,,,,4.0,11.0,,,6.0,7.0,1.0,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,93,136,317,11,10.0,22.0,45.0,40.0,47.0,22.0,44.0,11.0,15.0,,96.0,218.0,5.0,15.0,50.0,28.0,6.0,
Opposition,Opposition,235,122,123,358,23,15.0,28.0,46.0,35.0,64.0,35.0,36.0,15.0,11.0,6.0,125.0,235.0,10.0,20.0,39.0,18.0,16.0,
