Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",30y 170d,258 (182-2-74 70.93%),177 (0.69),←,
24,"Bews, Jed",20y 160d,2 (1-0-1 50.00%),,←,
46,"Blicavs, Mark",23y 56d,31 (23-0-8 74.19%),9 (0.29),←,
22,"Duncan, Mitch",22y 347d,85 (66-0-19 77.65%),71 (0.84),←,
44,"Enright, Corey",32y 251d,274 (182-2-90 66.79%),58 (0.21),←,
29,"Guthrie, Cameron",21y 277d,49 (35-0-14 71.43%),8 (0.16),←,
26,"Hawkins, Tom",25y 306d,132 (104-0-28 78.79%),243 (1.84),←,
33,"Horlin-Smith, George",21y 152d,19 (15-0-4 78.95%),14 (0.74),←,
9,"Kelly, James",30y 145d,242 (166-1-75 68.80%),87 (0.36),←,
13,"Lonergan, Tom",30y 6d,131 (98-1-32 75.19%),51 (0.39),←,
4,"Mackie, Andrew",29y 289d,205 (158-0-47 77.07%),86 (0.42),←,
17,"McIntosh, Hamish",29y 261d,116 (53-2-61 46.55%),64 (0.55),9 (7-0-2 77.78%),5 (0.56)
32,"Motlop, Steven",23y 72d,54 (37-0-17 68.52%),74 (1.37),←,
21,"Murdoch, Jordan",22y 61d,28 (21-0-7 75.00%),26 (0.93),←,
25,"Rivers, Jared",29y 217d,168 (68-3-97 41.37%),18 (0.11),18 (14-0-4 77.78%),
14,"Selwood, Joel",25y 362d,169 (137-0-32 81.07%),99 (0.59),←,
38,"Sheringham, Jackson",25y 335d,11 (7-0-4 63.64%),1 (0.09),←,
16,"Simpson, Dawson",25y 95d,19 (14-0-5 73.68%),2 (0.11),←,
27,"Stokes, Mathew",29y 182d,163 (129-0-34 79.14%),194 (1.19),←,
12,"Stringer, Jesse",23y 50d,16 (12-0-4 75.00%),7 (0.44),←,
7,"Taylor, Harry",27y 345d,145 (114-0-31 78.62%),38 (0.26),←,
5,"Varcoe, Travis",26y 43d,124 (105-0-19 84.68%),129 (1.04),←,
Totals,Totals,26y 90d,2441 (1727-11-703 70.75%),1456 (0.60),,
C,"Scott, Chris",38y 20d,82 (63-0-19 76.83%),,←,
