Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
47,"Ambrose, Patrick",10,6,5,15,3,,,5.0,,4.0,,1.0,2.0,1.0,,3.0,12.0,,3.0,1.0,,1.0,83.0
12,"Baguley, Mark",17,11,6,23,,,,1.0,5.0,1.0,,,1.0,,,7.0,17.0,1.0,,4.0,,,95.0
22,"Carlisle, Jake",22,19,4,26,4,2.0,,2.0,,4.0,1.0,3.0,1.0,1.0,3.0,12.0,13.0,8.0,7.0,,,1.0,92.0
3,"Chapman, Paul",14,3,6,20,3,,,8.0,2.0,4.0,2.0,1.0,1.0,,,6.0,14.0,,,,2.0,,83.0
32,"Colyer, Travis",9,3,5,14,,,,3.0,1.0,2.0,,1.0,,,,2.0,11.0,,1.0,4.0,1.0,,83.0
6,"Daniher, Joe",8,6,2,10,1,1.0,3.0,,2.0,,,3.0,,1.0,,3.0,7.0,1.0,3.0,2.0,,,86.0
29 ↑,"DellOlio, Cory",3,2,3,6,,2.0,,1.0,,1.0,,1.0,,1.0,,3.0,3.0,1.0,1.0,,,,21.0
15,"Dempsey, Courtenay",10,7,11,21,,,,6.0,1.0,,1.0,2.0,1.0,1.0,,7.0,14.0,1.0,,4.0,1.0,,86.0
31,"Fletcher, Dustin",16,13,10,26,,,,1.0,2.0,1.0,,2.0,1.0,2.0,,3.0,23.0,1.0,,4.0,,,89.0
21,"Heppell, Dyson",14,2,15,29,,,,1.0,1.0,3.0,8.0,1.0,1.0,,,13.0,15.0,,,,,2.0,80.0
39,"Hocking, Heath",4,,5,9,1,,,9.0,1.0,1.0,3.0,,,,,6.0,2.0,,,,,1.0,84.0
26,"Hooker, Cale",17,9,6,23,,,,,9.0,,,2.0,1.0,,2.0,6.0,15.0,,,6.0,,,95.0
40,"Howlett, Ben",9,4,9,18,,,,4.0,1.0,3.0,5.0,4.0,1.0,2.0,,9.0,9.0,,,1.0,,,82.0
18,"Hurley, Michael",10,7,8,18,,,,1.0,3.0,,,2.0,,1.0,,2.0,16.0,1.0,,4.0,,,89.0
17,"Melksham, Jake",10,5,7,17,,,,3.0,,5.0,1.0,2.0,1.0,1.0,,5.0,12.0,,,2.0,,1.0,88.0
20,"Merrett, Jackson",11,7,3,14,,,,1.0,1.0,3.0,4.0,5.0,1.0,2.0,,7.0,8.0,1.0,1.0,3.0,,,85.0
27,"Merrett, Zach",10,2,14,24,2,,,4.0,,4.0,1.0,2.0,2.0,,,8.0,16.0,,,1.0,,,75.0
23,"Myers, David",12,3,14,26,,,3.0,3.0,4.0,5.0,8.0,3.0,1.0,2.0,,13.0,14.0,,,2.0,,,79.0
30,"Ryder, Paddy",5,4,7,12,,1.0,28.0,5.0,1.0,1.0,4.0,1.0,3.0,1.0,,7.0,6.0,1.0,1.0,5.0,,,82.0
5,"Stanton, Brent",22,14,10,32,1,,,4.0,5.0,6.0,1.0,4.0,,,1.0,8.0,25.0,1.0,,3.0,,1.0,85.0
8 ↓,"Winderlich, Jason",14,12,9,23,,,,3.0,1.0,1.0,1.0,2.0,,1.0,,4.0,19.0,,,2.0,,,73.0
11,"Zaharakis, David",13,9,6,19,1,,,3.0,1.0,2.0,,2.0,2.0,,,5.0,14.0,,,,,2.0,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,260,148,165,425,16,7.0,34.0,68.0,41.0,51.0,40.0,44.0,20.0,17.0,6.0,139.0,285.0,17.0,17.0,48.0,4.0,9.0,
Opposition,Opposition,185,76,153,338,5,9.0,41.0,50.0,33.0,49.0,30.0,51.0,17.0,20.0,,119.0,222.0,3.0,5.0,50.0,14.0,4.0,
