Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",22y 222d,54 (27-0-27 50.00%),25 (0.46),←,
31,"Fritsch, Bayley",21y 256d,20 (13-0-7 65.00%),17 (0.85),←,
17,"Frost, Sam",24y 356d,65 (28-0-37 43.08%),8 (0.12),44 (23-0-21 52.27%),6 (0.14)
11,"Gawn, Max",26y 232d,95 (39-0-56 41.05%),48 (0.51),←,
19,"Hannan, Mitch",24y 163d,32 (20-0-12 62.50%),41 (1.28),←,
4,"Harmes, James",22y 318d,65 (34-0-31 52.31%),41 (0.63),←,
14,"Hibberd, Michael",28y 228d,119 (61-1-57 51.68%),13 (0.11),35 (21-0-14 60.00%),2 (0.06)
39,"Jetta, Neville",28y 188d,137 (50-2-85 37.23%),24 (0.18),←,
2,"Jones, Nathan",30y 211d,260 (80-3-177 31.35%),128 (0.49),←,
16,"Kent, Dean",24y 176d,62 (19-0-43 30.65%),63 (1.02),←,
6,"Lewis, Jordan",32y 117d,303 (194-1-108 64.19%),155 (0.51),39 (25-0-14 64.10%),10 (0.26)
28,"McDonald, Oscar",22y 154d,58 (33-0-25 56.90%),,←,
25,"McDonald, Tom",25y 335d,142 (51-0-91 35.92%),76 (0.54),←,
18,"Melksham, Jake",26y 355d,152 (75-1-76 49.67%),104 (0.68),38 (23-0-15 60.53%),47 (1.24)
30,"Neal-Bullen, Alex",22y 222d,55 (29-0-26 52.73%),46 (0.84),←,
13,"Oliver, Clayton",21y 28d,56 (32-0-24 57.14%),21 (0.38),←,
5,"Petracca, Christian",22y 227d,59 (31-0-28 52.54%),53 (0.90),←,
3,"Salem, Christian",23y 35d,66 (29-0-37 43.94%),19 (0.29),←,
9,"Spargo, Charlie",18y 267d,14 (11-0-3 78.57%),12 (0.86),←,
12,"Tyson, Dom",25y 72d,103 (37-0-66 35.92%),44 (0.43),90 (36-0-54 40.00%),40 (0.44)
22,"Vandenberg, Aaron",26y 169d,31 (13-0-18 41.94%),21 (0.68),←,
26,"Weideman, Sam",21y 54d,16 (9-0-7 56.25%),9 (0.56),←,
Totals,Totals,24y 266d,1964 (915-8-1041 46.59%),968 (0.49),,
C,"Goodwin, Simon",41y 236d,44 (25-0-19 56.82%),,43 (25-0-18 58.14%),
