Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
2,"Armstrong, Steven",18y 211d,9 (6-0-3 66.67%),3 (0.33),←,
3,"Bizzell, Clint",26y 44d,92 (41-1-50 45.11%),73 (0.79),17 (9-0-8 52.94%),1 (0.06)
25,"Brown, Nathan",25y 362d,50 (24-0-26 48.00%),15 (0.30),←,
32,"Bruce, Cameron",22y 315d,60 (32-0-28 53.33%),68 (1.13),←,
30,"Godfrey, Simon",21y 297d,19 (10-0-9 52.63%),2 (0.11),←,
16,"Johnstone, Travis",22y 25d,64 (30-0-34 46.88%),51 (0.80),←,
11,"Jolly, Darren",20y 278d,17 (9-0-8 52.94%),6 (0.35),←,
29,"Lamb, Chris",21y 153d,13 (6-0-7 46.15%),1 (0.08),←,
36,"Leoncelli, Andrew",28y 25d,125 (58-0-67 46.40%),62 (0.50),←,
35,"McDonald, Anthony",30y 59d,104 (49-0-55 47.12%),41 (0.39),←,
37,"Miller, Brad",19y 36d,4 (2-0-2 50.00%),,←,
9,"Neitz, David",27y 201d,199 (92-0-107 46.23%),342 (1.72),←,
7,"Powell, Stephen",25y 338d,69 (43-1-25 63.04%),63 (0.91),39 (24-0-15 61.54%),42 (1.08)
24,"Robertson, Russell",23y 260d,95 (49-0-46 51.58%),140 (1.47),←,
19,"Vardy, Peter",26y 197d,112 (57-0-55 50.89%),177 (1.58),16 (9-0-7 56.25%),27 (1.69)
42,"Walsh, Peter",26y 18d,70 (36-0-34 51.43%),17 (0.24),←,
10,"Ward, Daniel",25y 33d,63 (27-0-36 42.86%),21 (0.33),←,
31,"Wheatley, Paul",21y 121d,41 (23-0-18 56.10%),18 (0.44),←,
45,"Whelan, Matthew",22y 271d,44 (23-0-21 52.27%),4 (0.09),←,
34,"White, Jeff",25y 173d,140 (68-0-72 48.57%),63 (0.45),108 (55-0-53 50.93%),45 (0.42)
22,"Woewodin, Shane",26y 30d,133 (61-0-72 45.86%),59 (0.44),←,
13,"Yze, Adem",24y 324d,160 (72-0-88 45.00%),114 (0.71),←,
Totals,Totals,24y 72d,1683 (818-2-863 48.60%),1340 (0.80),,
C,"Daniher, Neale",41y 177d,113 (58-0-55 51.33%),,←,
