Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Ashby, Jason",7,5,6,13,,,,,,1.0,,1.0,,,,2.0,11.0,,,,,1.0,85.0
12,"Baguley, Mark",17,7,9,26,,,,2.0,1.0,3.0,,1.0,2.0,,,9.0,17.0,,,2.0,,2.0,92.0
22,"Carlisle, Jake",13,9,4,17,1,,18.0,2.0,,3.0,3.0,3.0,1.0,2.0,,4.0,13.0,,1.0,,,1.0,78.0
3,"Chapman, Paul",19,11,4,23,4,3.0,,3.0,1.0,1.0,,2.0,,1.0,3.0,5.0,18.0,,2.0,1.0,1.0,1.0,73.0
6,"Daniher, Joe",8,5,6,14,1,,9.0,2.0,,1.0,3.0,1.0,,1.0,,8.0,6.0,1.0,1.0,2.0,2.0,1.0,80.0
31,"Fletcher, Dustin",14,6,4,18,,,,1.0,3.0,1.0,1.0,,,,,4.0,13.0,,,5.0,,,87.0
35 ↑,"Gleeson, Martin",6,2,4,10,,1.0,,1.0,,2.0,2.0,1.0,1.0,1.0,,4.0,5.0,1.0,,,,,24.0
9,"Goddard, Brendon",13,13,7,20,2,3.0,,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,7.0,14.0,2.0,5.0,1.0,,,94.0
34 ↓,"Hardingham, Kyle",7,6,,7,3,,,2.0,,2.0,,,,,,,7.0,,4.0,2.0,,,69.0
21,"Heppell, Dyson",18,6,10,28,1,,,5.0,2.0,3.0,3.0,1.0,2.0,,,7.0,21.0,,,3.0,,1.0,85.0
1,"Hibberd, Michael",16,8,11,27,,,,,1.0,,,3.0,1.0,,,5.0,21.0,,,4.0,,,93.0
39,"Hocking, Heath",15,8,13,28,1,,1.0,3.0,,6.0,5.0,1.0,,1.0,,12.0,17.0,,,2.0,,1.0,78.0
26,"Hooker, Cale",11,9,8,19,,,,2.0,2.0,2.0,,2.0,,1.0,,4.0,16.0,3.0,,6.0,,1.0,96.0
40,"Howlett, Ben",7,3,8,15,,,,8.0,1.0,2.0,3.0,3.0,1.0,3.0,,5.0,10.0,,,,,,82.0
18,"Hurley, Michael",12,8,11,23,,,,,4.0,1.0,,4.0,,1.0,,3.0,20.0,,,4.0,,,92.0
17,"Melksham, Jake",13,8,8,21,1,,,2.0,1.0,7.0,3.0,1.0,2.0,1.0,,6.0,14.0,,1.0,1.0,,1.0,89.0
20,"Merrett, Jackson",21,10,14,35,,,,3.0,2.0,8.0,5.0,2.0,1.0,1.0,2.0,13.0,23.0,,,1.0,,2.0,90.0
23,"Myers, David",11,6,8,19,,,,4.0,2.0,2.0,2.0,,,,,4.0,14.0,,,1.0,,1.0,85.0
5,"Stanton, Brent",15,6,10,25,3,,,1.0,,2.0,,,1.0,,,7.0,18.0,,1.0,1.0,,,83.0
4,"Watson, Jobe",10,4,16,26,,1.0,,5.0,,3.0,5.0,,1.0,,,7.0,17.0,,1.0,2.0,,1.0,82.0
8,"Winderlich, Jason",5,5,5,10,4,,,,,,1.0,,,,,5.0,5.0,1.0,4.0,1.0,,3.0,80.0
11,"Zaharakis, David",10,5,12,22,,,,3.0,,2.0,2.0,2.0,,,,4.0,18.0,,1.0,,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,268,150,178,446,21,12.0,28.0,51.0,21.0,55.0,40.0,30.0,14.0,15.0,6.0,125.0,318.0,8.0,21.0,39.0,3.0,17.0,
Opposition,Opposition,180,77,137,317,8,9.0,58.0,57.0,30.0,29.0,42.0,41.0,15.0,14.0,,123.0,195.0,3.0,7.0,49.0,12.0,7.0,
