Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",15,6,8,23,3,3.0,,4.0,,,,,2.0,1.0,,,,,,,,,
22,"Bain, David",,,,,,,,,,,,,1.0,,,,,,,,,,
25,"Campbell, Matthew",2,1,3,5,,,,2.0,,,,,2.0,1.0,,,,,,,,,
1,"Champion, Richard",8,2,5,13,,2.0,,,,,,,1.0,5.0,,,,,,,,,
12,"Clarke, Troy",14,1,9,23,2,,,4.0,,,,,1.0,1.0,2.0,,,,,,,,
4,"Gastev, John",16,7,7,23,1,,,1.0,,,,,3.0,4.0,,,,,,,,,
34,"Green, Ashley",5,,5,10,,,,2.0,,,,,2.0,4.0,,,,,,,,,
14,"Hamilton, Shane",17,5,4,21,,,,2.0,,,,,,1.0,,,,,,,,,
32,"Hart, Shaun",10,5,11,21,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
11,"Hutton, John",13,7,,13,2,1.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",14,7,4,18,3,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,
17,"Leslie, Martin",16,6,13,29,,,,1.0,,,,,,1.0,3.0,,,,,,,,
40,"McLuckie, Steven",15,6,5,20,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
24,"Merrett, Roger",3,1,1,4,,,2.0,1.0,,,,,2.0,2.0,,,,,,,,,
26,"Noonan, Danny",18,4,5,23,,1.0,,2.0,,,,,5.0,1.0,,,,,,,,,
27,"Rendell, Matthew",8,5,5,13,,,12.0,,,,,,2.0,1.0,,,,,,,,,
6,"Retzlaff, Brendon",12,4,9,21,,2.0,,2.0,,,,,1.0,2.0,,,,,,,,,
23,"Schache, Laurence",8,3,4,12,2,1.0,,,,,,,,,,,,,,,,,
33,"White, Darryl",12,4,5,17,1,,2.0,3.0,,,,,,2.0,,,,,,,,,
21,"Zanotti, Mark",7,2,5,12,,,,1.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,76,108,321,15,14.0,20.0,30.0,,,,,26.0,32.0,5.0,,,,,,,,
Opposition,Opposition,213,73,108,321,16,12.0,14.0,25.0,,,,,32.0,26.0,1.0,,,,,,,,
