Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",30y 149d,180 (100-0-80 55.56%),23 (0.13),←,
44,"Bock, Nathan",24y 46d,47 (27-0-20 57.45%),32 (0.68),←,
24,"Burton, Brett",29y 1d,139 (75-0-64 53.96%),190 (1.37),←,
11,"Doughty, Michael",27y 273d,106 (67-0-39 63.21%),29 (0.27),←,
26,"Douglas, Richard",20y 88d,9 (5-0-4 55.56%),3 (0.33),←,
9,"Edwards, Tyson",30y 272d,249 (136-0-113 54.62%),157 (0.63),←,
36,"Goodwin, Simon",30y 130d,200 (115-0-85 57.50%),113 (0.56),←,
6,"Griffin, Jonathon",21y 111d,6 (3-0-3 50.00%),,←,
38,"Hinge, John",20y 333d,1 (0-0-1 0.00%),,←,
13,"Hudson, Ben",28y 70d,39 (23-0-16 58.97%),5 (0.13),←,
21,"Knights, Chris",20y 222d,18 (13-0-5 72.22%),2 (0.11),←,
39,"Mattner, Martin",24y 272d,85 (52-0-33 61.18%),13 (0.15),←,
23,"McLeod, Andrew",30y 274d,266 (144-0-122 54.14%),241 (0.91),←,
22,"Perrie, Ian",28y 26d,108 (62-0-46 57.41%),124 (1.15),←,
25,"Rutten, Ben",23y 342d,66 (44-0-22 66.67%),5 (0.08),←,
12,"Shirley, Robert",26y 330d,103 (59-0-44 57.28%),20 (0.19),←,
27,"Stevens, Scott",25y 110d,62 (29-1-32 47.58%),43 (0.69),37 (19-0-18 51.35%),26 (0.70)
5,"Thompson, Scott",24y 52d,92 (55-0-37 59.78%),70 (0.76),53 (37-0-16 69.81%),53 (1.00)
15,"Torney, Jason",29y 323d,178 (96-1-81 54.21%),27 (0.15),60 (37-0-23 61.67%),11 (0.18)
7,"van Berlo, Nathan",20y 333d,36 (24-0-12 66.67%),9 (0.25),←,
28,"Vince, Bernie",21y 215d,8 (6-0-2 75.00%),2 (0.25),←,
17,"Welsh, Scott",28y 149d,149 (87-0-62 58.39%),262 (1.76),113 (61-0-52 53.98%),232 (2.05)
Totals,Totals,25y 304d,2147 (1222-2-923 56.92%),1370 (0.64),,
C,"Craig, Neil",51y 114d,64 (42-0-22 65.63%),,←,
