Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",24y 162d,96 (52-0-44 54.17%),45 (0.47),←,
29,"Beaumont, Simon",23y 237d,52 (30-0-22 57.69%),39 (0.75),←,
21,"Bradley, Craig",35y 288d,305 (185-2-118 60.98%),210 (0.69),←,
20,"Brown, Fraser",28y 354d,161 (93-1-67 58.07%),92 (0.57),←,
16,"Camporeale, Scott",23y 361d,98 (61-0-37 62.24%),88 (0.90),←,
34,"De Iulio, Ron",27y 114d,102 (60-0-42 58.82%),70 (0.69),←,
31,"Fletcher, Simon",20y 355d,4 (3-0-1 75.00%),3 (0.75),←,
36,"Hamill, Aaron",21y 352d,61 (29-0-32 47.54%),61 (1.00),←,
9,"Hickmott, Adrian",27y 130d,102 (65-0-37 63.73%),45 (0.44),52 (33-0-19 63.46%),21 (0.40)
12,"Lappin, Matthew",23y 171d,73 (38-1-34 52.74%),48 (0.66),18 (10-0-8 55.56%),22 (1.22)
22,"Manton, Glenn",26y 67d,116 (68-0-48 58.62%),33 (0.28),95 (57-0-38 60.00%),29 (0.31)
3,"Massie, Kris",19y 69d,16 (11-0-5 68.75%),8 (0.50),←,
5,"McKay, Andrew",29y 24d,147 (90-1-56 61.56%),22 (0.15),←,
18,"Murphy, Justin",23y 105d,83 (47-0-36 56.63%),81 (0.98),71 (38-0-33 53.52%),72 (1.01)
15,"Nelson, Ben",22y 196d,22 (12-0-10 54.55%),4 (0.18),←,
7,"Ratten, Brett",28y 27d,182 (106-0-76 58.24%),55 (0.30),←,
23,"Rice, Dean",31y 143d,193 (89-1-103 46.37%),80 (0.41),77 (44-0-33 57.14%),37 (0.48)
14,"Sexton, Michael",28y 155d,187 (111-1-75 59.63%),22 (0.12),←,
1,"Silvagni, Stephen",32y 68d,265 (167-1-97 63.21%),180 (0.68),←,
6,"Vance, Murray",19y 117d,2 (2-0-0 100.00%),1 (0.50),←,
30,"White, Adam",23y 210d,39 (21-0-18 53.85%),21 (0.54),←,
8,"Whitnall, Lance",19y 349d,59 (29-0-30 49.15%),102 (1.73),←,
Totals,Totals,25y 184d,2365 (1369-8-988 57.89%),1310 (0.55),,
C,"Parkin, David",56y 329d,486 (286-2-198 59.05%),,323 (199-2-122 61.92%),
