Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Alvey, Mark",12,7,10,22,1,1.0,,1.0,3.0,1.0,3.0,1.0,1.0,,,7.0,14.0,,1.0,,1.0,,
11,"Bandy, Daniel",12,9,4,16,2,3.0,9.0,3.0,1.0,3.0,,2.0,2.0,,,8.0,9.0,3.0,5.0,2.0,,,
18,"Bartlett, Trent",1,1,4,5,,,,,2.0,,,2.0,,1.0,,4.0,1.0,,,2.0,,,
17,"Brown, Nathan",17,7,5,22,2,,,1.0,4.0,5.0,1.0,1.0,1.0,,,7.0,14.0,1.0,1.0,1.0,4.0,,
16,"Croft, Matthew",5,4,5,10,,,,1.0,3.0,,,1.0,,1.0,,4.0,5.0,1.0,,4.0,,,
14,"Darcy, Luke",8,6,7,15,,2.0,8.0,5.0,1.0,4.0,3.0,3.0,2.0,1.0,,6.0,8.0,1.0,1.0,4.0,,,
28,"Dimattina, Paul",9,4,5,14,2,1.0,,3.0,,2.0,,1.0,1.0,,,6.0,7.0,1.0,1.0,2.0,,,
4,"Garlick, Simon",5,2,7,12,1,2.0,,6.0,1.0,1.0,2.0,,,,,4.0,8.0,1.0,2.0,,,,
13,"Giansiracusa, Daniel",10,5,7,17,1,2.0,,3.0,,3.0,2.0,,1.0,,,9.0,9.0,,1.0,1.0,,,
3,"Grant, Chris",12,7,4,16,,2.0,,,1.0,3.0,1.0,4.0,,1.0,,3.0,14.0,1.0,2.0,1.0,,,
33,"Hargrave, Ryan",5,2,3,8,,2.0,,2.0,2.0,1.0,1.0,1.0,,1.0,,6.0,2.0,,1.0,1.0,,,
22,"Harrison, Ben",7,2,4,11,,,,,1.0,1.0,,,,,,,11.0,,,2.0,,,
25,"Hunter, Kingsley",6,2,8,14,,,,1.0,1.0,2.0,,1.0,,,,6.0,9.0,1.0,,1.0,3.0,,
26,"James, Aaron",1,1,,1,,1.0,,,,,,,,,,,1.0,,1.0,,,,
6,"Johnson, Brad",15,8,5,20,2,,,1.0,,7.0,3.0,1.0,1.0,,,6.0,13.0,1.0,1.0,,2.0,,
35,"Kretiuk, Steven",2,2,3,5,,,,2.0,1.0,,,1.0,1.0,,,2.0,3.0,,,4.0,,,
39,"Liberatore, Tony",9,2,5,14,,,,8.0,,2.0,3.0,2.0,1.0,2.0,,7.0,8.0,,,,,,
23,"McMahon, Jordan",6,2,5,11,,,,1.0,2.0,2.0,1.0,,,,,3.0,8.0,,,,1.0,,
27,"Penny, Luke",5,,,5,,,,1.0,2.0,,,2.0,1.0,,,4.0,2.0,,,2.0,,,
30,"Robbins, Matthew",17,4,12,29,,1.0,,4.0,10.0,2.0,1.0,,2.0,,1.0,11.0,16.0,2.0,,3.0,2.0,,
5,"Smith, Rohan",6,3,4,10,1,,,2.0,1.0,3.0,,1.0,1.0,1.0,,4.0,6.0,1.0,,1.0,,,
7,"West, Scott",14,2,18,32,,1.0,,3.0,,8.0,10.0,1.0,1.0,,,16.0,19.0,,,3.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,82,125,309,12,21.0,17.0,48.0,36.0,50.0,31.0,25.0,16.0,8.0,1.0,123.0,187.0,14.0,17.0,34.0,14.0,,
Opposition,Opposition,178,84,127,305,16,16.0,41.0,43.0,29.0,60.0,34.0,37.0,8.0,16.0,5.0,105.0,204.0,5.0,11.0,53.0,6.0,,
