Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
47,"Austin, Mark",25y 138d,38 (16-0-22 42.11%),2 (0.05),23 (11-0-12 47.83%),1 (0.04)
4,"Bontempelli, Marcus",18y 230d,10 (3-0-7 30.00%),7 (0.70),←,
5,"Boyd, Matthew",31y 319d,233 (107-2-124 46.35%),79 (0.34),←,
8,"Crameri, Stewart",25y 336d,73 (37-1-35 51.37%),122 (1.67),16 (6-0-10 37.50%),26 (1.63)
6,"Dahlhaus, Luke",21y 325d,65 (23-0-42 35.38%),65 (1.00),←,
33,"Darley, Sam",21y 147d,15 (2-0-13 13.33%),1 (0.07),2 (2-0-0 100.00%),
22,"Honeychurch, Mitch",19y 132d,3 (2-0-1 66.67%),1 (0.33),←,
24,"Hrovat, Nathan",20y 35d,14 (6-0-8 42.86%),6 (0.43),←,
26,"Hunter, Lachie",19y 211d,19 (8-0-11 42.11%),13 (0.68),←,
39,"Johannisen, Jason",21y 246d,22 (7-0-15 31.82%),4 (0.18),←,
21,"Liberatore, Tom",22y 57d,71 (24-0-47 33.80%),16 (0.23),←,
11,"Macrae, Jack",19y 343d,29 (10-0-19 34.48%),10 (0.34),←,
27,"Minson, Will",29y 92d,174 (83-1-90 47.99%),76 (0.44),←,
38,"Morris, Dale",31y 195d,187 (99-2-86 53.48%),3 (0.02),←,
2,"Murphy, Robert",32y 33d,265 (114-4-147 43.77%),171 (0.65),←,
42,"Picken, Liam",27y 345d,123 (54-0-69 43.90%),32 (0.26),←,
43,"Redpath, Jack",23y 211d,2 (1-0-1 50.00%),1 (0.50),←,
23,"Roughead, Jordan",23y 251d,67 (25-0-42 37.31%),12 (0.18),←,
25,"Stevens, Koby",23y 24d,44 (16-0-28 36.36%),23 (0.52),33 (12-0-21 36.36%),21 (0.64)
9,"Stringer, Jake",20y 78d,22 (8-0-14 36.36%),22 (1.00),←,
3,"Wallis, Mitch",21y 261d,55 (18-0-37 32.73%),15 (0.27),←,
10,"Wood, Easton",24y 311d,63 (27-0-36 42.86%),7 (0.11),←,
Totals,Totals,23y 329d,1594 (690-10-894 43.29%),688 (0.43),,
C,"McCartney, Brendan",53y 262d,60 (19-0-41 31.67%),,←,
