Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",30y 271d,160 (91-1-68 57.19%),568 (3.55),154 (86-1-67 56.17%),558 (3.62)
3,"Bairstow, Mark",28y 340d,102 (63-1-38 62.25%),132 (1.29),←,
27,"Bews, Andrew",27y 345d,183 (95-1-87 52.19%),129 (0.70),←,
40,"Brown, Paul",23y 53d,27 (18-0-9 66.67%),39 (1.44),←,
16,"Brownless, Bill",25y 152d,115 (62-1-52 54.35%),267 (2.32),←,
7,"Couch, Paul",27y 345d,153 (86-0-67 56.21%),127 (0.83),←,
28,"Darcy, Tim",28y 165d,136 (73-0-63 53.68%),63 (0.46),←,
33,"Forssman, Darren",21y 288d,26 (18-0-8 69.23%),20 (0.77),←,
14,"Handley, Steven",21y 341d,14 (11-0-3 78.57%),5 (0.36),←,
29,"Hinkley, Ken",25y 272d,65 (37-0-28 56.92%),54 (0.83),54 (33-0-21 61.11%),33 (0.61)
32,"Hocking, Garry",23y 264d,89 (51-1-37 57.87%),89 (1.00),←,
1,"Hocking, Steve",27y 162d,154 (82-0-72 53.25%),10 (0.06),←,
12,"Malakellis, Spiro",24y 66d,50 (30-0-20 60.00%),16 (0.32),←,
21,"Mansfield, Michael",20y 325d,28 (17-0-11 60.71%),29 (1.04),←,
17,"McGrath, Tim",21y 265d,21 (15-0-6 71.43%),,14 (11-0-3 78.57%),
31,"Mensch, David",19y 319d,9 (9-0-0 100.00%),14 (1.56),←,
22,"Neeld, Mark",20y 351d,32 (18-0-14 56.25%),14 (0.44),←,
20,"Rogers, Andrew",27y 318d,76 (47-0-29 61.84%),3 (0.04),68 (42-0-26 61.76%),2 (0.03)
8,"Scott, Robert",23y 119d,92 (52-1-39 57.07%),123 (1.34),←,
4,"Wills, Andrew",20y 177d,23 (18-0-5 78.26%),12 (0.52),←,
Totals,Totals,24y 229d,1555 (893-6-656 57.43%),1714 (1.10),,
C,"Blight, Malcolm",42y 133d,103 (60-0-43 58.25%),,87 (54-0-33 62.07%),
