Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
12,"Astbury, David",28y 166d,124 (69-2-53 56.45%),9 (0.07),←,
48,"Baker, Liam",21y 196d,17 (13-0-4 76.47%),9 (0.53),←,
29,"Bolton, Shai",20y 246d,23 (17-0-6 73.91%),16 (0.70),←,
35,"Broad, Nathan",26y 118d,49 (39-0-10 79.59%),1 (0.02),←,
22,"Caddy, Josh",26y 317d,152 (94-1-57 62.17%),157 (1.03),57 (42-0-15 73.68%),81 (1.42)
11,"Castagna, Jason",23y 30d,71 (49-0-22 69.01%),76 (1.07),←,
41,"Chol, Mabior",22y 194d,9 (7-0-2 77.78%),9 (1.00),←,
10,"Edwards, Shane",30y 290d,250 (127-5-118 51.80%),159 (0.64),←,
5,"Ellis, Brandon",26y 8d,171 (104-1-66 61.11%),57 (0.33),←,
34,"Graham, Jack",21y 167d,35 (28-0-7 80.00%),19 (0.54),←,
2,"Grimes, Dylan",28y 26d,146 (93-0-53 63.70%),3 (0.02),←,
14,"Houli, Bachar",31y 91d,202 (110-3-89 55.20%),42 (0.21),176 (100-2-74 57.39%),33 (0.19)
23,"Lambert, Kane",27y 258d,90 (61-0-29 67.78%),56 (0.62),←,
19,"Lynch, Tom",26y 284d,151 (51-1-99 34.11%),304 (2.01),20 (14-0-6 70.00%),50 (2.50)
25,"Nankervis, Toby",24y 364d,68 (49-0-19 72.06%),25 (0.37),56 (42-0-14 75.00%),22 (0.39)
3,"Prestia, Dion",26y 303d,150 (68-0-82 45.33%),49 (0.33),55 (42-0-13 76.36%),19 (0.35)
8,"Riewoldt, Jack",30y 284d,257 (131-4-122 51.75%),617 (2.40),←,
17,"Rioli, Daniel",22y 117d,72 (46-0-26 63.89%),64 (0.89),←,
27,"Ross, Jack",18y 342d,6 (5-0-1 83.33%),1 (0.17),←,
15,"Short, Jayden",23y 199d,66 (43-0-23 65.15%),19 (0.29),←,
44,"Stack, Sydney",19y 105d,17 (12-0-5 70.59%),10 (0.59),←,
1,"Vlastuin, Nick",25y 114d,136 (86-0-50 63.24%),26 (0.19),←,
Totals,Totals,25y 59d,2262 (1302-17-943 57.56%),1728 (0.76),,
C,"Hardwick, Damien",46y 358d,226 (125-2-99 55.75%),,←,
