Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",6,1,4,10,,,,,3.0,,,1.0,,1.0,,4.0,6.0,,,3.0,,,64.0
16,"Brown, Leigh",4,3,2,6,,,,1.0,4.0,2.0,,1.0,,,,3.0,5.0,2.0,,6.0,4.0,,100.0
2,"Colbert, Leigh",11,8,6,17,,,,1.0,7.0,,1.0,5.0,,3.0,2.0,6.0,10.0,1.0,,4.0,,,89.0
6,"Grant, Shannon",10,4,9,19,1,1.0,,4.0,,4.0,4.0,2.0,1.0,,,9.0,9.0,,1.0,,,1.0,94.0
31,"Hale, David",7,6,3,10,2,,6.0,1.0,,2.0,2.0,,,,,3.0,7.0,,2.0,,,,67.0
39,"Harding, Leigh",6,4,5,11,,1.0,,1.0,,2.0,,,,,,4.0,6.0,,2.0,3.0,,2.0,72.0
4,"Harris, Daniel",9,1,9,18,1,,,5.0,,2.0,4.0,1.0,2.0,,,12.0,8.0,,,2.0,,,54.0
29,"Harvey, Brent",18,5,7,25,4,2.0,,,,4.0,2.0,1.0,2.0,,3.0,6.0,19.0,1.0,3.0,,1.0,1.0,94.0
21,"Jones, Corey",8,2,7,15,1,1.0,3.0,2.0,,3.0,3.0,5.0,,,,7.0,8.0,,1.0,2.0,,1.0,91.0
34,"King, David",18,8,3,21,1,,,3.0,3.0,6.0,3.0,1.0,1.0,,,5.0,17.0,,2.0,,3.0,1.0,100.0
35,"Makepeace, Troy",11,4,4,15,1,2.0,,,2.0,1.0,3.0,2.0,1.0,1.0,,7.0,8.0,,2.0,,2.0,,100.0
19,"Motlop, Daniel",8,6,5,13,2,1.0,2.0,3.0,1.0,2.0,,,1.0,,,4.0,8.0,,4.0,2.0,1.0,1.0,47.0
20,"Petrie, Drew",14,7,4,18,3,2.0,,5.0,,2.0,,2.0,,1.0,,10.0,8.0,3.0,2.0,4.0,,2.0,95.0
17,"Porter, Mark",4,1,6,10,,,7.0,2.0,1.0,2.0,3.0,2.0,,2.0,,6.0,4.0,,,4.0,,,70.0
3,"Rawlings, Brady",6,5,7,13,,,,2.0,,4.0,,,1.0,,,2.0,11.0,,1.0,1.0,,1.0,100.0
26,"Rocca, Saverio",13,10,1,14,3,2.0,2.0,2.0,,5.0,1.0,1.0,1.0,,,7.0,7.0,4.0,4.0,2.0,,2.0,73.0
7,"Simpson, Adam",10,4,18,28,,,1.0,2.0,2.0,4.0,6.0,,1.0,,1.0,13.0,16.0,,,3.0,,1.0,88.0
9,"Sinclair, Jess",11,2,8,19,1,,,,2.0,2.0,1.0,,,,,3.0,15.0,,,5.0,2.0,,100.0
10,"Stevens, Anthony",12,6,5,17,1,,,2.0,4.0,5.0,3.0,4.0,,2.0,,6.0,10.0,1.0,1.0,3.0,2.0,,70.0
12,"Stevens, Michael",2,1,2,4,,,,3.0,,1.0,,2.0,,2.0,,2.0,2.0,1.0,,2.0,,,77.0
36,"Watt, Shannon",4,2,2,6,,,,,3.0,,,1.0,,1.0,,2.0,4.0,,1.0,5.0,,,100.0
8,"Wells, Daniel",12,5,6,18,,,1.0,3.0,2.0,6.0,2.0,2.0,1.0,,,7.0,11.0,,,2.0,2.0,4.0,56.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,95,123,327,21,14.0,22.0,42.0,34.0,59.0,38.0,33.0,12.0,13.0,6.0,128.0,199.0,13.0,26.0,53.0,17.0,17.0,
Opposition,Opposition,144,60,139,283,7,6.0,37.0,42.0,39.0,42.0,27.0,43.0,13.0,12.0,,109.0,174.0,7.0,3.0,34.0,13.0,3.0,
