Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",28y 255d,122 (80-1-41 65.98%),195 (1.60),←,
21,"Barlow, Michael",28y 100d,114 (75-1-38 66.23%),75 (0.66),←,
30,"Clarke, Zac",25y 365d,89 (50-1-38 56.74%),46 (0.52),←,
3,"Dawson, Zac",30y 34d,147 (94-4-49 65.31%),7 (0.05),70 (48-1-21 69.29%),3 (0.04)
7,"Fyfe, Nat",24y 191d,113 (72-1-40 64.16%),95 (0.84),←,
12,"Griffin, Jonathon",30y 73d,78 (42-0-36 53.85%),27 (0.35),37 (21-0-16 56.76%),20 (0.54)
32,"Hill, Stephen",25y 331d,152 (89-0-63 58.55%),100 (0.66),←,
5,"Ibbotson, Garrick",28y 12d,152 (81-1-70 53.62%),22 (0.14),←,
23,"Mayne, Chris",27y 146d,151 (91-1-59 60.60%),178 (1.18),←,
16,"Mundy, David",30y 251d,234 (132-1-101 56.62%),92 (0.39),←,
13,"Mzungu, Tendai",30y 28d,98 (59-1-38 60.71%),54 (0.55),←,
27,"Neale, Lachie",22y 308d,71 (45-0-26 63.38%),36 (0.51),←,
29,"Pavlich, Matthew",34y 87d,336 (167-0-169 49.70%),670 (1.99),←,
46,"Pearce, Clancee",25y 156d,97 (57-1-39 59.28%),36 (0.37),←,
6,"Pearce, Danyle",29y 355d,227 (111-2-114 49.34%),119 (0.52),73 (52-1-20 71.92%),43 (0.59)
11,"Sheridan, Tom",22y 151d,39 (27-0-12 69.23%),14 (0.36),←,
34,"Spurr, Lee",28y 244d,83 (62-1-20 75.30%),5 (0.06),←,
8,"Suban, Nick",25y 323d,130 (75-1-54 58.08%),53 (0.41),←,
33,"Sutcliffe, Cam",23y 309d,69 (50-1-18 73.19%),14 (0.20),←,
20,"Taberner, Matthew",22y 284d,29 (19-0-10 65.52%),24 (0.83),←,
10,"Walters, Michael",25y 80d,73 (49-1-23 67.81%),142 (1.95),←,
14,"Weller, Lachie",20y 33d,4 (2-0-2 50.00%),1 (0.25),←,
Totals,Totals,26y 320d,2608 (1529-19-1060 58.63%),2005 (0.77),,
C,"Lyon, Ross",49y 140d,219 (143-5-71 66.44%),,98 (67-1-30 68.88%),
