Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Adams, Marcus",9,4,2,11,,,,1.0,3.0,1.0,1.0,2.0,,,,5.0,5.0,2.0,,7.0,,1.0,100.0
4 ↑,"Ah Chee, Callum",1,1,2,3,1,,,1.0,,,,,,,,1.0,2.0,,,2.0,,,40.0
31,"Andrews, Harris",5,3,1,6,,,,,2.0,,,2.0,1.0,1.0,,6.0,4.0,,,12.0,,,100.0
43,"Answerth, Noah",11,7,2,13,,,,1.0,2.0,,,2.0,1.0,,,2.0,10.0,,1.0,4.0,,,69.0
33,"Bailey, Zac",12,2,10,22,4,,,1.0,2.0,4.0,1.0,3.0,,1.0,1.0,11.0,11.0,,,2.0,,1.0,85.0
7,"Berry, Jarrod",10,6,5,15,,,,3.0,4.0,2.0,,,1.0,,,3.0,12.0,,,2.0,,,84.0
23,"Cameron, Charlie",11,5,4,15,3,,,2.0,1.0,,1.0,1.0,1.0,,,8.0,7.0,1.0,2.0,,,,88.0
18,"Coleman, Keidean",9,2,6,15,1,,,2.0,1.0,3.0,,2.0,2.0,,,6.0,10.0,,,3.0,,1.0,76.0
32,"Fort, Darcy",6,,2,8,,,19.0,3.0,,,5.0,3.0,1.0,,,8.0,2.0,,,6.0,,,77.0
27 ↓,"Gardiner, Darcy",1,1,6,7,,,,,,,,1.0,,,,,7.0,,,3.0,,,35.0
30,"Hipwood, Eric",7,6,5,12,1,1.0,,1.0,,4.0,,5.0,,2.0,,3.0,10.0,1.0,3.0,4.0,,1.0,84.0
17,"Lyons, Jarryd",16,3,8,24,,,,10.0,1.0,6.0,5.0,2.0,2.0,1.0,,11.0,12.0,,1.0,1.0,,,82.0
11,"McCarthy, Lincoln",7,2,4,11,1,,,5.0,,4.0,1.0,3.0,4.0,2.0,,7.0,6.0,,1.0,2.0,,1.0,75.0
6,"McCluggage, Hugh",18,10,6,24,,1.0,,6.0,2.0,4.0,2.0,6.0,,1.0,,7.0,19.0,1.0,,3.0,,,82.0
46,"McInerney, Oscar",3,3,7,10,,,25.0,1.0,,3.0,3.0,2.0,3.0,1.0,,7.0,6.0,,,8.0,,,78.0
25,"McStay, Daniel",8,6,5,13,2,2.0,,,,1.0,1.0,2.0,1.0,1.0,,7.0,7.0,2.0,3.0,5.0,,1.0,83.0
9,"Neale, Lachie",16,5,15,31,,,,4.0,1.0,3.0,4.0,5.0,1.0,2.0,,11.0,19.0,,,,1.0,,85.0
20,"Prior, Jaxon",8,2,4,12,,,,1.0,1.0,2.0,,5.0,2.0,1.0,,3.0,10.0,,,1.0,,,74.0
16,"Rayner, Cam",10,4,10,20,,,,1.0,2.0,4.0,5.0,4.0,,,,12.0,8.0,1.0,1.0,,1.0,2.0,74.0
10,"Rich, Daniel",26,7,6,32,,,,4.0,8.0,7.0,1.0,3.0,1.0,1.0,,6.0,18.0,,,3.0,,,83.0
2,"Robertson, Deven",5,4,8,13,,,,1.0,,,1.0,,,,,3.0,8.0,,,,,,77.0
37,"Starcevich, Brandon",14,4,3,17,,,,1.0,4.0,1.0,,3.0,2.0,,,7.0,10.0,1.0,,2.0,,,91.0
15,"Zorko, Dayne",14,4,7,21,,,,8.0,1.0,5.0,5.0,5.0,3.0,4.0,,8.0,13.0,,,3.0,,1.0,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,227,91,128,355,13,7.0,44.0,57.0,35.0,54.0,36.0,61.0,26.0,18.0,1.0,142.0,216.0,9.0,12.0,73.0,2.0,9.0,
Opposition,Opposition,218,98,166,384,15,9.0,38.0,53.0,40.0,51.0,47.0,64.0,18.0,26.0,5.0,139.0,246.0,12.0,11.0,64.0,7.0,9.0,
