Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",28y 36d,85 (52-1-32 61.76%),6 (0.07),67 (45-1-21 67.91%),2 (0.03)
20,"Brogan, Dean",24y 245d,27 (22-0-5 81.48%),8 (0.30),←,
7,"Burgoyne, Peter",25y 199d,127 (71-2-54 56.69%),146 (1.15),←,
8,"Burgoyne, Shaun",20y 299d,37 (31-0-6 83.78%),59 (1.59),←,
9,"Carr, Josh",23y 109d,81 (57-1-23 70.99%),47 (0.58),←,
26,"Cochrane, Stuart",25y 27d,67 (36-0-31 53.73%),13 (0.19),17 (13-0-4 76.47%),2 (0.12)
12,"Cockatoo-Collins, Che",28y 164d,156 (97-3-56 63.14%),213 (1.37),71 (50-0-21 70.42%),104 (1.46)
35,"Cornes, Chad",23y 277d,94 (59-1-34 63.30%),103 (1.10),←,
18,"Cornes, Kane",20y 223d,39 (29-0-10 74.36%),15 (0.38),←,
17,"Dew, Stuart",23y 363d,109 (61-2-46 56.88%),168 (1.54),←,
11,"Hardwick, Damien",30y 363d,188 (128-1-59 68.35%),13 (0.07),35 (27-0-8 77.14%),
38,"James, Roger",27y 299d,118 (71-2-45 61.02%),76 (0.64),←,
5,"Lade, Brendon",27y 37d,95 (53-2-40 56.84%),63 (0.66),←,
3,"Montgomery, Brett",30y 76d,144 (92-2-50 64.58%),87 (0.60),84 (52-1-31 62.50%),33 (0.39)
14,"Paxman, Stephen",32y 255d,235 (95-2-138 40.85%),38 (0.16),133 (73-2-58 55.64%),20 (0.15)
15,"Pickett, Byron",26y 5d,140 (90-0-50 64.29%),117 (0.84),20 (16-0-4 80.00%),36 (1.80)
6,"Schofield, Jarrad",28y 198d,164 (101-1-62 61.89%),111 (0.68),101 (62-1-38 61.88%),77 (0.76)
36,"Stevens, Nick",23y 225d,122 (71-2-49 59.02%),73 (0.60),←,
16,"Tredrea, Warren",24y 235d,125 (73-1-51 58.80%),252 (2.02),←,
2,"Wakelin, Darryl",29y 5d,175 (97-1-77 55.71%),11 (0.06),60 (44-0-16 73.33%),3 (0.05)
4,"Wanganeen, Gavin",30y 59d,252 (148-5-99 59.72%),162 (0.64),125 (75-2-48 60.80%),99 (0.79)
21,"Wilson, Michael",26y 268d,108 (54-3-51 51.39%),33 (0.31),←,
Totals,Totals,26y 164d,2688 (1588-32-1068 59.08%),1814 (0.67),,
C,"Williams, Mark",44y 360d,113 (69-1-43 61.50%),,←,
