Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
30,"Bourke, David",23y 210d,57 (31-0-26 54.39%),13 (0.23),←,
11,"Bowden, Joel",21y 47d,55 (29-0-26 52.73%),52 (0.95),←,
9,"Campbell, Wayne",26y 318d,180 (82-1-97 45.83%),110 (0.61),←,
6,"Chaffey, Mark",22y 93d,37 (15-0-22 40.54%),6 (0.16),←,
10,"Daffy, Nick",26y 88d,130 (68-1-61 52.69%),163 (1.25),←,
7,"Dragicevic, Marc",18y 130d,14 (6-0-8 42.86%),6 (0.43),←,
25,"Gale, Brendon",31y 20d,199 (85-1-113 42.96%),180 (0.90),←,
2,"Gaspar, Darren",23y 79d,101 (46-0-55 45.54%),8 (0.08),80 (39-0-41 48.75%),7 (0.09)
20,"Harrison, Ben",24y 202d,59 (30-0-29 50.85%),32 (0.54),57 (28-0-29 49.12%),32 (0.56)
1,"Hilton, Rory",20y 114d,16 (6-0-10 37.50%),6 (0.38),7 (3-0-4 42.86%),3 (0.43)
16,"Holland, Ben",22y 89d,62 (31-0-31 50.00%),72 (1.16),←,
39,"Kellaway, Andrew",23y 257d,31 (15-0-16 48.39%),,←,
3,"Kellaway, Duncan",26y 171d,128 (64-1-63 50.39%),6 (0.05),←,
33,"Knights, Matthew",28y 306d,213 (86-0-127 40.38%),114 (0.54),←,
8,"Merenda, Mark",23y 282d,72 (41-0-31 56.94%),62 (0.86),←,
5,"Ottens, Brad",19y 194d,31 (15-0-16 48.39%),21 (0.68),←,
14,"Plapp, Justin",22y 46d,17 (9-0-8 52.94%),21 (1.24),←,
40,"Proctor, Lionel",19y 253d,16 (9-0-7 56.25%),2 (0.13),←,
12,"Richardson, Matthew",24y 141d,118 (57-0-61 48.31%),373 (3.16),←,
4,"Rogers, Matthew",25y 255d,117 (61-1-55 52.56%),81 (0.69),←,
26,"Sampson, Clay",23y 164d,52 (27-0-25 51.92%),30 (0.58),15 (6-0-9 40.00%),13 (0.87)
32,"Tivendale, Greg",20y 110d,9 (3-0-6 33.33%),3 (0.33),←,
Totals,Totals,23y 195d,1714 (816-5-893 47.61%),1361 (0.79),,
C,"Gieschen, Jeff",42y 319d,46 (24-0-22 52.17%),,←,
