Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
38,"Armstrong, Tony",20y 271d,6 (2-0-4 33.33%),,←,
32,"Dangerfield, Patrick",20y 83d,34 (17-0-17 50.00%),40 (1.18),←,
16,"Davis, Phil",19y 301d,9 (4-0-5 44.44%),,←,
11,"Doughty, Michael",30y 326d,179 (106-0-73 59.22%),43 (0.24),←,
26,"Douglas, Richard",23y 141d,69 (36-0-33 52.17%),49 (0.71),←,
36,"Goodwin, Simon",33y 183d,272 (152-0-120 55.88%),161 (0.59),←,
6,"Griffin, Jonathon",24y 164d,35 (18-0-17 51.43%),6 (0.17),←,
45,"Henderson, Ricky",21y 289d,3 (1-0-2 33.33%),2 (0.67),←,
48,"Jaensch, Matthew",20y 282d,4 (2-0-2 50.00%),3 (0.75),←,
18,"Johncock, Graham",27y 249d,176 (99-0-77 56.25%),94 (0.53),←,
14,"Mackay, David",21y 337d,48 (29-0-19 60.42%),11 (0.23),←,
20,"Maric, Ivan",24y 174d,62 (35-0-27 56.45%),24 (0.39),←,
3,"Reilly, Brent",26y 227d,126 (70-0-56 55.56%),42 (0.33),←,
25,"Rutten, Ben",27y 30d,139 (83-0-56 59.71%),6 (0.04),←,
31,"Sloane, Rory",20y 102d,6 (3-0-3 50.00%),,←,
27,"Stevens, Scott",28y 163d,133 (70-1-62 53.01%),85 (0.64),108 (60-0-48 55.56%),68 (0.63)
15,"Symes, Brad",25y 112d,58 (31-0-27 53.45%),7 (0.12),38 (23-0-15 60.53%),5 (0.13)
5,"Thompson, Scott",27y 105d,167 (95-0-72 56.89%),116 (0.69),128 (77-0-51 60.16%),99 (0.77)
4,"Tippett, Kurt",23y 50d,56 (29-0-27 51.79%),97 (1.73),←,
7,"van Berlo, Nathan",24y 21d,107 (64-0-43 59.81%),28 (0.26),←,
17,"Vince, Bernie",24y 268d,64 (37-0-27 57.81%),34 (0.53),←,
13,"Walker, Taylor",20y 63d,24 (11-0-13 45.83%),42 (1.75),←,
Totals,Totals,24y 146d,1777 (994-1-782 55.94%),890 (0.50),,
C,"Craig, Neil",54y 167d,141 (83-0-58 58.87%),,←,
