Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Alvin, Tom",11,3,5,16,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
8,"Blackwell, Wayne",1,1,9,10,,,,,,,,,,1.0,,,,,,,,,
21,"Bradley, Craig",18,2,5,23,,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
16,"Buckley, Jim",10,1,1,11,,1.0,,1.0,,,,,,,,,,,,,,,
5,"Da Rui, Steven",1,,1,2,,,,1.0,,,,,,3.0,,,,,,,,,
35,"Dean, Peter",7,3,6,13,,,,1.0,,,,,1.0,1.0,,,,,,,,,
2,"Fotia, Dominic",5,,1,6,1,,,,,,,,,,,,,,,,,,
12,"Gleeson, Adrian",21,1,8,29,1,1.0,,,,,,,,2.0,,,,,,,,,
13,"Hanna, Mil",7,3,8,15,,,,1.0,,,,,1.0,1.0,,,,,,,,,
11,"Hawker, Glenn",12,3,5,17,2,3.0,,,,,,,1.0,,,,,,,,,,
25,"Herman, Ian",7,2,5,12,,,,,,,,,,,,,,,,,,,
7,"Johnston, Wayne",14,2,2,16,,,,1.0,,,,,2.0,,,,,,,,,,
28,"Kernahan, David",3,,1,4,,,,1.0,,,,,1.0,,,,,,,,,,
4,"Kernahan, Stephen",11,5,2,13,,1.0,,2.0,,,,,1.0,4.0,,,,,,,,,
44,"Madden, Justin",6,2,2,8,,,13.0,,,,,,3.0,3.0,,,,,,,,,
45,"McKenzie, Warren",3,2,2,5,1,,,2.0,,,,,4.0,3.0,,,,,,,,,
36,"Rieniets, Tim",9,2,5,14,,,,1.0,,,,,,1.0,,,,,,,,,
18,"Sartori, Peter",9,5,4,13,,1.0,5.0,1.0,,,,,3.0,1.0,,,,,,,,,
1,"Silvagni, Stephen",9,6,4,13,1,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
15,"Verbeek, Simon",15,4,2,17,2,,,,,,,,1.0,4.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,47,78,257,8,11.0,18.0,15.0,,,,,22.0,31.0,,,,,,,,,
Opposition,Opposition,222,77,119,341,17,11.0,19.0,33.0,,,,,31.0,22.0,6.0,,,,,,,,
