Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",30y 298d,162 (91-1-70 56.48%),569 (3.51),156 (86-1-69 55.45%),559 (3.58)
3,"Bairstow, Mark",29y 1d,106 (65-1-40 61.79%),134 (1.26),←,
6,"Barnes, John",23y 54d,17 (8-1-8 50.00%),13 (0.76),5 (2-0-3 40.00%),1 (0.20)
27,"Bews, Andrew",28y 6d,185 (96-1-88 52.16%),129 (0.70),←,
40,"Brown, Paul",23y 80d,31 (20-0-11 64.52%),43 (1.39),←,
16,"Brownless, Bill",25y 179d,119 (64-1-54 54.20%),282 (2.37),←,
7,"Couch, Paul",28y 6d,157 (88-0-69 56.05%),133 (0.85),←,
14,"Handley, Steven",22y 2d,18 (13-0-5 72.22%),5 (0.28),←,
29,"Hinkley, Ken",25y 299d,69 (39-0-30 56.52%),54 (0.78),58 (35-0-23 60.34%),33 (0.57)
32,"Hocking, Garry",23y 291d,93 (53-1-39 57.53%),91 (0.98),←,
1,"Hocking, Steve",27y 189d,158 (84-0-74 53.16%),10 (0.06),←,
12,"Malakellis, Spiro",24y 93d,54 (32-0-22 59.26%),16 (0.30),←,
21,"Mansfield, Michael",20y 352d,32 (19-0-13 59.38%),30 (0.94),←,
17,"McGrath, Tim",21y 292d,25 (17-0-8 68.00%),,18 (13-0-5 72.22%),
31,"Mensch, David",19y 346d,13 (11-0-2 84.62%),20 (1.54),←,
2,"Miles, Geoff",30y 197d,114 (60-0-54 52.63%),57 (0.50),12 (8-0-4 66.67%),17 (1.42)
22,"Neeld, Mark",21y 12d,36 (20-0-16 55.56%),14 (0.39),←,
15,"Riccardi, Peter",19y 221d,12 (10-0-2 83.33%),15 (1.25),←,
8,"Scott, Robert",23y 146d,96 (54-1-41 56.77%),130 (1.35),←,
26,"Stoneham, Barry",24y 167d,124 (70-1-53 56.85%),110 (0.89),←,
Totals,Totals,24y 235d,1621 (914-8-699 56.38%),1855 (1.14),,
C,"Blight, Malcolm",42y 160d,107 (62-0-45 57.94%),,91 (56-0-35 61.54%),
