Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Blakey, John",12,7,11,23,,,,,4.0,5.0,2.0,1.0,,,,3.0,20.0,,,2.0,1.0,,
22,"Burton, Matthew",7,5,6,13,,,36.0,,2.0,2.0,2.0,,,2.0,2.0,5.0,8.0,1.0,1.0,1.0,,,
18,"Carey, Wayne",13,5,5,18,5,,,1.0,1.0,6.0,,,1.0,,,7.0,9.0,,2.0,,1.0,,
23,"Clayton, Shane",4,2,2,6,,1.0,,1.0,,,,1.0,1.0,,,4.0,2.0,,,,,,
45,"Cochrane, Stuart",6,2,6,12,,,,4.0,,1.0,2.0,,,,,4.0,7.0,,1.0,1.0,,,
2,"Colbert, Leigh",15,2,3,18,,,,3.0,1.0,5.0,7.0,2.0,,1.0,,8.0,10.0,,,,,,
6,"Grant, Shannon",18,6,12,30,,2.0,,2.0,5.0,4.0,6.0,2.0,1.0,1.0,,11.0,19.0,,1.0,2.0,1.0,,
29,"Harvey, Brent",22,4,12,34,1,1.0,,1.0,4.0,7.0,9.0,1.0,2.0,,3.0,15.0,15.0,,,2.0,4.0,,
21,"Jones, Corey",4,1,1,5,,,,1.0,,,,1.0,,2.0,,1.0,1.0,,,1.0,,,
34,"King, David",18,1,9,27,1,,,2.0,3.0,4.0,5.0,1.0,1.0,1.0,,6.0,18.0,1.0,,,2.0,,
35,"Makepeace, Troy",10,4,3,13,,,,5.0,5.0,,2.0,,2.0,,,8.0,5.0,2.0,,2.0,,,
4,"Martyn, Mick",3,2,2,5,,,,1.0,1.0,1.0,1.0,,1.0,,,2.0,2.0,,,2.0,,,
5,"McCartney, Jason",5,2,4,9,,,,,3.0,,1.0,2.0,1.0,2.0,,4.0,4.0,,,,,,
31,"McKernan, Corey",3,1,1,4,1,,6.0,1.0,,3.0,,,,1.0,,3.0,1.0,1.0,,3.0,,,
44,"Motlop, Shannon",12,1,6,18,,,,1.0,4.0,1.0,3.0,2.0,,1.0,,8.0,10.0,,,,4.0,,
28,"Pickett, Byron",14,6,2,16,6,1.0,,5.0,,2.0,2.0,2.0,1.0,3.0,1.0,10.0,9.0,3.0,4.0,5.0,3.0,,
3,"Rawlings, Brady",4,2,3,7,2,,,4.0,,1.0,,1.0,,1.0,,4.0,3.0,1.0,2.0,,,,
26,"Rocca, Saverio",11,7,5,16,6,2.0,4.0,2.0,,4.0,1.0,,3.0,,,12.0,3.0,5.0,5.0,1.0,,,
9,"Sinclair, Jess",14,5,2,16,2,,,9.0,1.0,4.0,4.0,,,,,9.0,6.0,3.0,2.0,1.0,,,
10,"Stevens, Anthony",1,,2,3,,,,2.0,,,1.0,,1.0,,,2.0,2.0,,,,,,
40,"Teague, David",1,2,1,2,,,,,1.0,,,,,,,2.0,1.0,2.0,,,,,
36,"Watt, Shannon",7,3,8,15,,,,1.0,2.0,1.0,1.0,,,,,4.0,10.0,1.0,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,70,106,310,24,10.0,46.0,46.0,37.0,51.0,49.0,16.0,15.0,15.0,6.0,132.0,165.0,20.0,18.0,23.0,16.0,,
Opposition,Opposition,195,67,108,303,17,8.0,42.0,44.0,24.0,56.0,42.0,18.0,15.0,15.0,,140.0,161.0,17.0,11.0,33.0,13.0,,
