Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Armstrong, Tony",7,3,2,9,,,,4.0,1.0,1.0,,,1.0,,,2.0,8.0,,,1.0,,1.0,72.0
14,"Bird, Craig",7,4,6,13,,,,2.0,3.0,,,2.0,,1.0,,6.0,7.0,,,1.0,,,79.0
24,"Bolton, Jude",9,3,5,14,2,3.0,,5.0,,2.0,3.0,3.0,2.0,2.0,,7.0,6.0,,2.0,,,,79.0
37,"Goodes, Adam",14,8,4,18,2,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,4.0,13.0,1.0,2.0,1.0,2.0,,93.0
39,"Grundy, Heath",5,5,8,13,,,,3.0,3.0,,,3.0,1.0,3.0,,4.0,10.0,,,4.0,,,97.0
4,"Hannebery, Dan",14,2,18,32,1,1.0,,2.0,2.0,3.0,3.0,2.0,2.0,,3.0,14.0,18.0,,1.0,,,1.0,86.0
15,"Jack, Kieren",17,4,12,29,,,,5.0,1.0,9.0,2.0,2.0,,1.0,1.0,6.0,22.0,,1.0,,2.0,1.0,85.0
32,"Jetta, Lewis",16,4,5,21,2,,,4.0,3.0,6.0,,1.0,,,2.0,3.0,18.0,,,1.0,7.0,3.0,86.0
12,"Kennedy, Josh",8,4,16,24,1,,,4.0,1.0,3.0,7.0,3.0,,2.0,,14.0,10.0,1.0,,,,1.0,85.0
11 ↑,"Lamb, Jed",5,2,2,7,,,,,1.0,2.0,1.0,,,,,1.0,6.0,,1.0,,,1.0,20.0
9,"Malceski, Nick",22,5,5,27,,1.0,,,7.0,8.0,,4.0,1.0,1.0,,5.0,23.0,,,9.0,2.0,1.0,90.0
29,"Mattner, Martin",4,3,5,9,,,,2.0,1.0,,,2.0,,2.0,,5.0,4.0,1.0,,5.0,,,79.0
21 ↓,"McGlynn, Ben",5,2,2,7,1,2.0,,5.0,,1.0,1.0,1.0,,,,3.0,4.0,1.0,2.0,1.0,,,68.0
3,"McVeigh, Jarrad",14,4,14,28,1,,,4.0,1.0,5.0,6.0,4.0,,2.0,,9.0,19.0,,1.0,2.0,,,89.0
41,"Mumford, Shane",2,3,13,15,,,29.0,2.0,,,2.0,2.0,2.0,2.0,,7.0,8.0,,1.0,3.0,,,89.0
5,"OKeefe, Ryan",12,3,17,29,1,,,2.0,,4.0,6.0,2.0,4.0,2.0,,18.0,11.0,,,1.0,,,81.0
26,"Parker, Luke",8,4,13,21,1,1.0,,8.0,,1.0,2.0,3.0,1.0,2.0,,8.0,13.0,,1.0,,,,74.0
38,"Pyke, Mike",6,4,4,10,2,1.0,21.0,5.0,1.0,2.0,3.0,3.0,1.0,3.0,,7.0,3.0,3.0,2.0,2.0,,1.0,93.0
43,"Rampe, Dane",6,2,5,11,,,,2.0,4.0,,,2.0,,,,4.0,6.0,,,8.0,,,85.0
20,"Reid, Sam",10,6,4,14,3,1.0,,2.0,,2.0,1.0,3.0,,1.0,,4.0,9.0,2.0,4.0,1.0,,1.0,87.0
25,"Richards, Ted",5,4,5,10,,,,1.0,3.0,,,2.0,1.0,1.0,,5.0,5.0,1.0,,4.0,,,100.0
40,"Smith, Nick",7,4,9,16,,,,7.0,3.0,1.0,1.0,,2.0,,,9.0,7.0,1.0,1.0,4.0,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,83,174,377,17,13.0,50.0,70.0,36.0,51.0,39.0,45.0,18.0,26.0,6.0,145.0,230.0,11.0,19.0,48.0,13.0,11.0,
Opposition,Opposition,182,67,174,356,8,7.0,35.0,65.0,29.0,45.0,35.0,45.0,27.0,18.0,,147.0,209.0,5.0,4.0,40.0,4.0,4.0,
