0,1,2,3,4,5,6
←,"Round: 21 Venue: Docklands Date: Sat, 23-Aug-2008 7:10 PM Attendance: 45570","Round: 21 Venue: Docklands Date: Sat, 23-Aug-2008 7:10 PM Attendance: 45570","Round: 21 Venue: Docklands Date: Sat, 23-Aug-2008 7:10 PM Attendance: 45570","Round: 21 Venue: Docklands Date: Sat, 23-Aug-2008 7:10 PM Attendance: 45570","Round: 21 Venue: Docklands Date: Sat, 23-Aug-2008 7:10 PM Attendance: 45570",→
←,Collingwood,8.3.51,11.6.72,15.8.98,18.10.118,→
←,Sydney,2.3.15,4.3.27,6.7.43,10.13.73,→
←,Qrt margin,CW by 36,CW by 45,CW by 55,CW by 45,→
←,Qrt scores,CW 51-15,CW 21-12,CW 26-16,SY 30-20,→
←,Field umpires,"Scott Jeffery (149), Brett Rosebury (144), Michael Vozzo (209)","Scott Jeffery (149), Brett Rosebury (144), Michael Vozzo (209)","Scott Jeffery (149), Brett Rosebury (144), Michael Vozzo (209)","Scott Jeffery (149), Brett Rosebury (144), Michael Vozzo (209)",→
