Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",8,5.0,7,15,,,,2.0,,,,,,,,,,,,,,,
22,"Bain, David",12,3.0,8,20,,,,2.0,,,,,2.0,3.0,,,,,,,,,
51,"Bell, Corey",8,,9,17,,2.0,,1.0,,,,,,1.0,,,,,,,,,
8,"Cameron, David",15,2.0,4,19,1.0,1.0,2.0,,,,,,,2.0,,,,,,,,,
25,"Campbell, Matthew",9,2.0,2,11,,,,1.0,,,,,1.0,1.0,,,,,,,,,
1,"Champion, Richard",12,8.0,3,15,,,,,,,,,1.0,4.0,,,,,,,,,
12,"Clarke, Troy",2,1.0,5,7,,,,1.0,,,,,,1.0,,,,,,,,,
4,"Gastev, John",7,2.0,6,13,2.0,,,3.0,,,,,1.0,1.0,,,,,,,,,
5,"Hardie, Brad",16,1.0,6,22,1.0,2.0,,4.0,,,,,1.0,2.0,,,,,,,,,
9,"Ishchenko, Alex",3,2.0,5,8,,,9.0,,,,,,1.0,2.0,,,,,,,,,
17,"Leslie, Martin",9,4.0,7,16,,,1.0,,,,,,1.0,,,,,,,,,,
50,"Luhrs, Simon",5,1.0,6,11,,,1.0,,,,,,,,,,,,,,,,
19,"McLean, Michael",10,2.0,15,25,,,,,,,,,,,,,,,,,,,
24,"Merrett, Roger",8,3.0,3,11,2.0,2.0,2.0,1.0,,,,,2.0,,,,,,,,,,
26,"Noonan, Danny",8,1.0,5,13,,,,,,,,,2.0,1.0,,,,,,,,,
28,"OBrien, Cameron",2,4.0,3,5,,,,1.0,,,,,,,,,,,,,,,
11,"Phillips, Brenton",7,1.0,6,13,,,,,,,,,1.0,,,,,,,,,,
30,"Ryan, Matthew",13,3.0,7,20,,1.0,,1.0,,,,,,2.0,,,,,,,,,
23,"Schache, Laurence",5,5.0,1,6,2.0,2.0,,,,,,,,1.0,,,,,,,,,
20,"Sim, Lachlan",8,,7,15,,,,,,,,,3.0,1.0,,,,,,,,,
Totals,Totals,167,50.0,115,282,8.0,10.0,15.0,17.0,,,,,16.0,22.0,,,,,,,,,
Opposition,Opposition,205,69.0,127,332,24.0,15.0,30.0,24.0,,,,,22.0,16.0,6.0,,,,,,,,
