Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",30y 118d,232 (142-0-90 61.21%),130 (0.56),←,
27,"Baird, John",23y 39d,30 (16-1-13 55.00%),5 (0.17),←,
16,"Brown, Leigh",21y 147d,79 (27-1-51 34.81%),28 (0.35),16 (8-1-7 53.13%),8 (0.50)
23,"Clayton, Shane",24y 269d,111 (57-1-53 51.80%),52 (0.47),93 (55-1-37 59.68%),51 (0.55)
6,"Grant, Shannon",26y 92d,186 (109-2-75 59.14%),207 (1.11),128 (77-1-50 60.55%),169 (1.32)
39,"Harding, Leigh",22y 85d,39 (20-1-18 52.56%),63 (1.62),←,
29,"Harvey, Brent",25y 67d,144 (88-1-55 61.46%),166 (1.15),←,
21,"Jones, Corey",22y 144d,32 (14-0-18 43.75%),29 (0.91),←,
34,"King, David",31y 135d,214 (133-1-80 62.38%),129 (0.60),←,
35,"Makepeace, Troy",24y 136d,78 (40-1-37 51.92%),18 (0.23),←,
19,"Motlop, Daniel",21y 126d,16 (4-1-11 28.13%),9 (0.56),←,
20,"Petrie, Drew",20y 278d,35 (16-1-18 47.14%),30 (0.86),←,
17,"Porter, Mark",26y 282d,89 (45-1-43 51.12%),20 (0.22),34 (17-1-16 51.47%),7 (0.21)
3,"Rawlings, Brady",22y 40d,64 (38-0-26 59.38%),24 (0.38),←,
30,"Robbins, Ben",26y 205d,87 (43-3-41 51.15%),19 (0.22),35 (18-1-16 52.86%),5 (0.14)
26,"Rocca, Saverio",29y 242d,209 (95-3-111 46.17%),629 (3.01),53 (25-1-27 48.11%),115 (2.17)
7,"Simpson, Adam",27y 154d,174 (110-1-63 63.51%),54 (0.31),←,
9,"Sinclair, Jess",24y 328d,99 (36-1-62 36.87%),49 (0.49),49 (23-1-25 47.96%),23 (0.47)
10,"Stevens, Anthony",32y 18d,268 (162-1-105 60.63%),119 (0.44),←,
40,"Teague, David",22y 76d,33 (18-0-15 54.55%),4 (0.12),←,
36,"Watt, Shannon",22y 236d,42 (21-1-20 51.19%),4 (0.10),←,
8,"Wells, Daniel",18y 167d,12 (7-1-4 62.50%),5 (0.42),←,
Totals,Totals,24y 303d,2273 (1241-23-1009 54.60%),1793 (0.79),,
C,"Laidley, Dani",36y 115d,16 (8-1-7 53.13%),,←,
