Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Bramble, Lachlan",6,2,2,8,,1.0,,2.0,1.0,,1.0,1.0,,,,2.0,5.0,,,1.0,,,77.0
22,"Breust, Luke",7,2,3,10,1,3.0,,2.0,,1.0,,1.0,1.0,1.0,,3.0,8.0,,2.0,3.0,,1.0,80.0
45,"Callow, Jackson",1,3,5,6,,,3.0,1.0,1.0,1.0,,2.0,,2.0,,2.0,4.0,1.0,,1.0,,,63.0
12,"Day, Will",11,5,9,20,,,,2.0,2.0,3.0,1.0,4.0,1.0,1.0,,7.0,15.0,,,5.0,,,84.0
8,"Frost, Sam",6,8,5,11,,,,3.0,4.0,1.0,,6.0,1.0,5.0,,2.0,9.0,,,6.0,,,100.0
19,"Gunston, Jack",9,3,9,18,,3.0,,,,5.0,,3.0,,1.0,,7.0,11.0,,1.0,3.0,,3.0,95.0
15,"Hardwick, Blake",11,6,6,17,,,,,4.0,,1.0,3.0,,1.0,,6.0,7.0,2.0,,3.0,,,89.0
17 ↑,"Howe, Daniel",2,1,,2,,,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,12.0
4,"Impey, Jarman",16,6,5,21,,,,2.0,4.0,1.0,,1.0,,1.0,,2.0,20.0,,,,1.0,,86.0
23,"Koschitzke, Jacob",5,3,5,10,4,,,2.0,,1.0,,2.0,1.0,2.0,,5.0,4.0,,3.0,1.0,,,87.0
18,"Lynch, Max",3,,5,8,,,19.0,3.0,,1.0,2.0,1.0,1.0,,,5.0,2.0,,,2.0,,,81.0
31,"Macdonald, Connor",6,3,5,11,1,,,1.0,,1.0,,,,,,5.0,6.0,,,,,,62.0
32,"Maginness, Finn",5,3,7,12,,,,1.0,1.0,2.0,,3.0,,1.0,,3.0,9.0,,,1.0,,,96.0
3,"Mitchell, Tom",10,6,12,22,1,,,7.0,1.0,2.0,6.0,7.0,3.0,2.0,,10.0,13.0,,,,,,71.0
13,"Moore, Dylan",20,11,13,33,1,,,3.0,2.0,3.0,1.0,2.0,1.0,,,6.0,29.0,,1.0,1.0,,1.0,87.0
11 ↓,"Nash, Conor",6,1,4,10,,,,3.0,,4.0,2.0,2.0,,1.0,,4.0,7.0,,,3.0,,,69.0
44,"Newcombe, Jai",14,7,7,21,,,,3.0,3.0,4.0,2.0,6.0,,3.0,,6.0,18.0,,,1.0,,,77.0
10,"OMeara, Jaeger",12,2,12,24,1,2.0,,5.0,,5.0,4.0,2.0,1.0,1.0,,13.0,11.0,,,1.0,,,72.0
14,"Scrimshaw, Jack",11,5,9,20,,,,2.0,7.0,,,1.0,2.0,,,8.0,10.0,1.0,,3.0,2.0,,82.0
26,"Shiels, Liam",6,7,4,10,,,,3.0,3.0,2.0,,,,,,2.0,7.0,1.0,,1.0,,1.0,76.0
6,"Sicily, James",21,13,5,26,,,,1.0,9.0,3.0,,4.0,1.0,1.0,1.0,7.0,16.0,2.0,,5.0,1.0,,92.0
20,"Wingard, Chad",9,3,8,17,1,2.0,,1.0,,3.0,2.0,1.0,1.0,,,6.0,10.0,,1.0,2.0,,,82.0
5,"Worpel, James",14,3,12,26,1,,,3.0,,6.0,4.0,10.0,,2.0,,14.0,12.0,,,2.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,103,152,363,11,15.0,22.0,51.0,42.0,50.0,27.0,63.0,14.0,26.0,1.0,125.0,234.0,7.0,8.0,45.0,4.0,6.0,
Opposition,Opposition,208,82,144,352,13,13.0,42.0,59.0,39.0,56.0,38.0,57.0,26.0,14.0,5.0,134.0,211.0,8.0,13.0,47.0,2.0,12.0,
