Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",34y 84d,299 (175-0-124 58.53%),140 (0.47),←,
16,"Brown, Leigh",25y 113d,162 (66-1-95 41.05%),70 (0.43),99 (47-1-51 47.98%),50 (0.51)
43,"Campbell, Matt",20y 146d,11 (7-0-4 63.64%),9 (0.82),←,
27,"Edwards, Aaron",23y 106d,15 (11-0-4 73.33%),12 (0.80),11 (7-0-4 63.64%),10 (0.91)
24,"Firrito, Michael",23y 201d,70 (36-0-34 51.43%),12 (0.17),←,
6,"Grant, Shannon",30y 58d,267 (149-2-116 56.18%),318 (1.19),209 (117-1-91 56.22%),280 (1.34)
31,"Hale, David",23y 25d,66 (27-0-39 40.91%),36 (0.55),←,
4,"Harris, Daniel",25y 37d,103 (50-1-52 49.03%),31 (0.30),←,
29,"Harvey, Brent",29y 33d,228 (127-1-100 55.92%),263 (1.15),←,
21,"Jones, Corey",26y 110d,115 (53-0-62 46.09%),142 (1.23),←,
25,"Lower, Ed",19y 358d,6 (2-0-4 33.33%),2 (0.33),←,
1,"McIntosh, Hamish",22y 285d,30 (12-0-18 40.00%),12 (0.40),←,
20,"Petrie, Drew",24y 244d,118 (56-1-61 47.88%),80 (0.68),←,
30,"Pratt, Daniel",24y 87d,50 (25-0-25 50.00%),4 (0.08),47 (24-0-23 51.06%),3 (0.06)
3,"Rawlings, Brady",26y 6d,145 (74-0-71 51.03%),52 (0.36),←,
32,"Sansbury, Eddie",23y 202d,29 (9-0-20 31.03%),7 (0.24),←,
7,"Simpson, Adam",31y 120d,254 (148-1-105 58.46%),73 (0.29),←,
9,"Sinclair, Jess",28y 294d,173 (68-1-104 39.60%),66 (0.38),123 (55-1-67 45.12%),40 (0.33)
10,"Smith, Jesse",20y 260d,13 (8-0-5 61.54%),1 (0.08),←,
19,"Swallow, Andrew",20y 14d,24 (10-0-14 41.67%),9 (0.38),←,
12,"Thomas, Lindsay",19y 108d,9 (4-0-5 44.44%),9 (1.00),←,
36,"Watt, Shannon",26y 202d,118 (59-1-58 50.42%),8 (0.07),←,
Totals,Totals,24y 340d,2305 (1176-9-1120 51.02%),1356 (0.59),,
C,"Laidley, Dani",40y 81d,101 (48-1-52 48.02%),,←,
