Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
30,"Allen, Scott",20y 208d,9 (2-0-7 22.22%),4 (0.44),←,
18,"Cameron, Leon",22y 358d,106 (56-2-48 53.77%),45 (0.42),←,
20,"Ellen, Shane",22y 237d,9 (5-0-4 55.56%),1 (0.11),←,
32,"Ellis, Craig",20y 83d,10 (5-0-5 50.00%),,←,
3,"Grant, Chris",22y 256d,120 (65-2-53 55.00%),261 (2.17),←,
1,"Grgic, Ilija",23y 174d,51 (30-1-20 59.80%),81 (1.59),←,
29,"Griffin, Daryl",19y 215d,12 (7-1-4 62.50%),,←,
37,"Hargraves, Daniel",19y 214d,15 (9-0-6 60.00%),19 (1.27),←,
6,"Johnson, Brad",19y 39d,28 (14-1-13 51.79%),17 (0.61),←,
4,"Kellett, Nigel",25y 251d,76 (41-1-34 54.61%),34 (0.45),←,
2,"Kolyniuk, Steven",25y 52d,107 (55-1-51 51.87%),122 (1.14),←,
12,"Koster, Kym",22y 206d,36 (20-1-15 56.94%),13 (0.36),←,
39,"Liberatore, Tony",29y 196d,149 (83-2-64 56.38%),75 (0.50),←,
9,"Nicholson, Brad",21y 83d,27 (15-1-11 57.41%),1 (0.04),←,
44,"Osborne, Richard",31y 71d,242 (103-1-138 42.77%),529 (2.19),39 (22-1-16 57.69%),79 (2.03)
22,"Quill, Peter",26y 3d,42 (26-1-15 63.10%),15 (0.36),←,
34,"Sexton, Ben",22y 301d,37 (20-1-16 55.41%),32 (0.86),←,
5,"Smith, Rohan",22y 87d,51 (30-1-20 59.80%),23 (0.45),←,
25,"Watts, Jason",24y 28d,30 (17-0-13 56.67%),4 (0.13),←,
7,"West, Scott",20y 285d,61 (33-1-27 54.92%),36 (0.59),←,
15,"Wynd, Scott",25y 213d,124 (64-2-58 52.42%),24 (0.19),←,
Totals,Totals,23y 83d,1342 (700-20-622 52.16%),1336 (1.00),,
C,"Joyce, Alan",52y 309d,136 (90-1-45 66.54%),,43 (23-1-19 54.65%),
