Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",22y 40d,42 (6-0-36 14.29%),29 (0.69),←,
15,"Anderson, Noah",19y 33d,1 (0-0-1 0.00%),,←,
3,"Bowes, Jack",22y 55d,43 (8-0-35 18.60%),12 (0.28),←,
7,"Brodie, Will",21y 211d,20 (2-0-18 10.00%),3 (0.15),←,
35,"Budarick, Connor",18y 350d,1 (0-0-1 0.00%),,←,
25,"Collins, Sam",25y 280d,24 (6-0-18 25.00%),,10 (3-0-7 30.00%),
12,"Day, Sam",27y 197d,121 (32-1-88 26.86%),85 (0.70),←,
4,"Ellis, Brandon",26y 231d,177 (109-1-67 61.86%),58 (0.33),1 (0-0-1 0.00%),
8,"Fiorini, Brayden",22y 212d,48 (9-0-39 18.75%),16 (0.33),←,
46,"Graham, Caleb",19y 191d,4 (0-0-4 0.00%),,←,
21,"Greenwood, Hugh",28y 15d,52 (30-1-21 58.65%),36 (0.69),1 (0-0-1 0.00%),
39,"Holman, Nick",24y 297d,44 (8-0-36 18.18%),21 (0.48),35 (7-0-28 20.00%),21 (0.60)
38,"Joyce, Jesse",22y 217d,64 (15-0-49 23.44%),2 (0.03),←,
34,"King, Ben",19y 258d,15 (0-0-15 0.00%),18 (1.20),←,
23,"Lemmens, Sean",25y 140d,88 (22-1-65 25.57%),22 (0.25),←,
13,"Lukosius, Jack",19y 225d,22 (3-0-19 13.64%),3 (0.14),←,
44,"Macpherson, Darcy",22y 144d,40 (6-0-34 15.00%),21 (0.52),←,
11,"Miller, Touk",24y 28d,101 (20-1-80 20.30%),28 (0.28),←,
18,"Rowell, Matt",18y 264d,1 (0-0-1 0.00%),,←,
24,"Swallow, David",27y 123d,140 (34-0-106 24.29%),69 (0.49),←,
14,"Weller, Lachie",24y 27d,87 (20-0-67 22.99%),23 (0.26),40 (6-0-34 15.00%),6 (0.15)
28,"Witts, Jarrod",27y 190d,103 (31-0-72 30.10%),25 (0.24),63 (13-0-50 20.63%),7 (0.11)
Totals,Totals,23y 70d,1238 (361-5-872 29.16%),471 (0.38),,
C,"Dew, Stuart",40y 216d,45 (7-0-38 15.56%),,←,
