Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"AhMat, Robert",3,3,3,6,1,,,,,1.0,,,,,,,6.0,,1.0,,,,
21,"Barry, Leo",7,2,5,12,1,1.0,,,,2.0,1.0,,1.0,1.0,,9.0,3.0,1.0,1.0,1.0,,,
17,"Bomford, Andrew",12,6,4,16,,,,1.0,,2.0,4.0,3.0,1.0,,,2.0,13.0,,,1.0,,,
15,"Carey, Stefan",13,11,3,16,1,4.0,1.0,,,1.0,2.0,,2.0,4.0,,7.0,9.0,2.0,3.0,,,,
41,"Cook, Troy",4,1,8,12,,,,1.0,,2.0,3.0,3.0,,,,7.0,5.0,,,,,,
8,"Cresswell, Daryn",8,5,17,25,,,1.0,1.0,1.0,3.0,6.0,4.0,2.0,,,7.0,16.0,,,,,,
28,"Crouch, Jared",8,2,8,16,3,,,,2.0,3.0,3.0,,4.0,1.0,,10.0,7.0,,,1.0,,,
6,"Dunkley, Andrew",6,4,4,10,,,2.0,,1.0,,,1.0,4.0,,,7.0,2.0,2.0,,,,,
37,"Goodes, Adam",8,4,1,9,2,1.0,2.0,,,3.0,,1.0,,1.0,,4.0,5.0,2.0,2.0,1.0,,,
14,"Kelly, Paul",12,4,3,15,2,2.0,,,,5.0,1.0,,2.0,1.0,,7.0,8.0,2.0,3.0,,,,
34,"Luff, Troy",16,8,4,20,,,,1.0,7.0,2.0,2.0,2.0,3.0,4.0,,9.0,11.0,2.0,,3.0,2.0,,
36,"Mathews, Ben",6,3,4,10,,,,,2.0,1.0,3.0,2.0,,,,3.0,7.0,,,,,,
11,"Maxfield, Stuart",12,2,3,15,,,,,1.0,6.0,2.0,1.0,,,,3.0,14.0,,,,3.0,,
13,"McPherson, Daniel",8,4,5,13,1,1.0,,,1.0,2.0,1.0,,2.0,,,4.0,8.0,1.0,2.0,,,,
23,"Nicks, Matthew",12,5,3,15,1,1.0,1.0,,5.0,3.0,,,,4.0,,2.0,12.0,,,,1.0,,
5,"OBrien, Craig",9,2,2,11,,,,3.0,2.0,3.0,2.0,1.0,,1.0,,5.0,6.0,,,2.0,,,
16,"OConnor, Ryan",,,1,1,,,,,,,,,,1.0,,,1.0,,,,,,
25,"Russell, Scott",14,5,6,20,1,,,,,5.0,1.0,1.0,,1.0,,5.0,15.0,2.0,1.0,2.0,,,
22,"Saddington, Jason",8,3,9,17,,,,2.0,4.0,,1.0,1.0,1.0,,,9.0,8.0,1.0,,,,,
2,"Schwass, Wayne",22,6,1,23,,1.0,2.0,,5.0,4.0,6.0,1.0,1.0,,,7.0,18.0,1.0,1.0,2.0,4.0,,
1,"Stafford, Greg",9,8,6,15,,,9.0,,,4.0,2.0,,,1.0,3.0,5.0,9.0,2.0,,,,,
33,"Warfe, Rowan",10,6,3,13,,,3.0,1.0,3.0,1.0,1.0,3.0,1.0,,,5.0,9.0,1.0,1.0,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,7.0,,,,,,,,,,,,,,,,,
Totals,Totals,207,94,103,310,13,18.0,21.0,10.0,34.0,53.0,41.0,24.0,24.0,20.0,3.0,117.0,192.0,19.0,15.0,13.0,10.0,,
Opposition,Opposition,198,71,95,293,15,18.0,15.0,20.0,30.0,59.0,42.0,29.0,20.0,24.0,3.0,136.0,155.0,17.0,12.0,15.0,11.0,,
