Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",26y 136d,181 (120-1-60 66.57%),25 (0.14),←,
22,"Breust, Luke",23y 214d,78 (64-0-14 82.05%),146 (1.87),←,
9,"Burgoyne, Shaun",31y 235d,256 (173-1-82 67.77%),228 (0.89),99 (76-1-22 77.27%),57 (0.58)
18,"Ceglar, Jonathon",23y 119d,8 (6-0-2 75.00%),3 (0.38),←,
13,"Cheney, Kyle",24y 292d,41 (24-0-17 58.54%),2 (0.05),27 (22-0-5 81.48%),2 (0.07)
8,"Duryea, Taylor",23y 50d,30 (25-0-5 83.33%),2 (0.07),←,
20,"Hale, David",30y 22d,208 (118-2-88 57.21%),192 (0.92),79 (62-0-17 78.48%),73 (0.92)
10,"Hill, Bradley",20y 339d,41 (34-0-7 82.93%),27 (0.66),←,
15,"Hodge, Luke",29y 363d,238 (135-1-102 56.93%),158 (0.66),←,
3,"Lewis, Jordan",28y 50d,204 (124-1-79 61.03%),113 (0.55),←,
31,"Dewar, Angus",21y 244d,6 (6-0-0 100.00%),,←,
23,"OBrien, Tim",20y 77d,3 (3-0-0 100.00%),2 (0.67),←,
28,"Puopolo, Paul",26y 193d,75 (61-0-14 81.33%),56 (0.75),←,
33,"Rioli, Cyril",24y 334d,130 (89-1-40 68.85%),176 (1.35),←,
21,"Ross, Ben",25y 265d,15 (6-0-9 40.00%),5 (0.33),1 (1-0-0 100.00%),1 (1.00)
2,"Roughead, Jarryd",27y 141d,195 (122-1-72 62.82%),399 (2.05),←,
25,"Schoenmakers, Ryan",23y 217d,70 (42-0-28 60.00%),9 (0.13),←,
12,"Sewell, Brad",30y 131d,194 (117-1-76 60.57%),30 (0.15),←,
26,"Shiels, Liam",23y 45d,89 (65-0-24 73.03%),27 (0.30),←,
16,"Smith, Isaac",25y 165d,74 (61-0-13 82.43%),68 (0.92),←,
27,"Spangher, Matthew",27y 51d,40 (19-0-21 47.50%),13 (0.32),8 (8-0-0 100.00%),2 (0.25)
4,"Suckling, Matt",25y 323d,66 (47-0-19 71.21%),34 (0.52),←,
Totals,Totals,25y 232d,2242 (1461-9-772 65.17%),1715 (0.76),,
C,"Bolton, Brendon",35y 56d,3 (3-0-0 100.00%),,←,
