Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Boak, Travis",15,3,10,25,,,,4.0,1.0,3.0,5.0,3.0,2.0,1.0,,11.0,13.0,,,2.0,,1.0,84.0
20,"Brogan, Dean",2,2,6,8,,,24.0,,,1.0,3.0,2.0,3.0,2.0,,6.0,2.0,1.0,,2.0,,,69.0
27,"Carlile, Alipate",9,8,6,15,,,,,1.0,,,2.0,,1.0,,2.0,13.0,,,2.0,,,68.0
2,"Carr, Josh",3,1,6,9,,,,4.0,,,1.0,3.0,,1.0,,3.0,6.0,,,2.0,,,67.0
1,"Cassisi, Domenic",14,7,13,27,,,,9.0,2.0,2.0,4.0,4.0,7.0,1.0,,11.0,17.0,,,1.0,,,87.0
30,"Chaplin, Troy",12,8,8,20,,,,1.0,6.0,,1.0,5.0,,2.0,,5.0,13.0,,,4.0,,,100.0
35,"Cornes, Chad",13,9,8,21,1,,1.0,,2.0,2.0,2.0,4.0,1.0,1.0,,6.0,16.0,,2.0,3.0,,,89.0
18,"Cornes, Kane",12,4,8,20,,,,3.0,2.0,3.0,1.0,4.0,,2.0,,3.0,17.0,,,1.0,,2.0,96.0
33,"Ebert, Brett",7,3,4,11,,,,2.0,,2.0,1.0,5.0,1.0,,,5.0,6.0,,,1.0,,,98.0
17,"Gray, Robbie",5,3,12,17,,,,3.0,,,5.0,,2.0,,,13.0,4.0,,1.0,1.0,,,84.0
22,"Hartlett, Hamish",12,8,6,18,,,,,2.0,4.0,1.0,2.0,1.0,,,4.0,14.0,,,3.0,,,82.0
29,"Krakouer, Nathan",15,5,11,26,,,,1.0,2.0,2.0,3.0,2.0,,,,6.0,18.0,,,4.0,,,76.0
5,"Lade, Brendon",6,4,5,11,1,,20.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,,3.0,8.0,,,2.0,,,58.0
44,"Logan, Tom",4,1,5,9,,,,1.0,,2.0,,,1.0,,,3.0,6.0,,,1.0,,,57.0
26,"Lower, Nick",12,2,6,18,,1.0,,2.0,2.0,3.0,1.0,2.0,1.0,,,5.0,12.0,1.0,,4.0,,,71.0
4,"Motlop, Daniel",8,1,3,11,1,1.0,1.0,4.0,,4.0,,2.0,1.0,,,5.0,5.0,1.0,1.0,3.0,,,94.0
6,"Pearce, Danyle",5,3,7,12,,,,,1.0,1.0,1.0,3.0,,3.0,,5.0,8.0,,,,,,82.0
36,"Pettigrew, Michael",7,6,8,15,,,,4.0,1.0,,,3.0,3.0,1.0,,4.0,10.0,,,3.0,,,77.0
15,"Rodan, David",5,1,10,15,,,,4.0,,2.0,7.0,3.0,,,,7.0,7.0,,,,1.0,,80.0
3,"Salopek, Steven",22,5,5,27,,1.0,,3.0,9.0,2.0,2.0,2.0,2.0,1.0,,6.0,18.0,,,2.0,1.0,,92.0
9,"Surjan, Jacob",7,4,5,12,,,,2.0,3.0,1.0,,,,,,1.0,11.0,,,4.0,,,91.0
16,"Tredrea, Warren",5,1,6,11,2,,,2.0,,,,5.0,2.0,2.0,,7.0,4.0,,1.0,2.0,,,98.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,89,158,358,5,6.0,46.0,50.0,36.0,37.0,40.0,59.0,29.0,19.0,,121.0,228.0,3.0,5.0,47.0,2.0,3.0,
Opposition,Opposition,218,89,176,394,15,12.0,29.0,72.0,29.0,52.0,38.0,62.0,19.0,29.0,6.0,129.0,265.0,11.0,10.0,59.0,5.0,11.0,
