Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
7,"Baker, Liam",24y 120d,75 (48-2-25 65.33%),23 (0.31),←,
29,"Bolton, Shai",23y 170d,78 (49-2-27 64.10%),78 (1.00),←,
35,"Broad, Nathan",29y 42d,95 (68-1-26 72.11%),1 (0.01),←,
11,"Castagna, Jason",25y 319d,129 (84-2-43 65.89%),125 (0.97),←,
9,"Cotchin, Trent",32y 50d,278 (153-3-122 55.58%),131 (0.47),←,
38,"Cumberland, Noah",21y 73d,1 (0-0-1 0.00%),,←,
10,"Edwards, Shane",33y 214d,292 (150-6-136 52.40%),179 (0.61),←,
28,"Gibcus, Josh",19y 53d,9 (5-0-4 55.56%),1 (0.11),←,
34,"Graham, Jack",24y 91d,87 (58-2-27 67.82%),37 (0.43),←,
2,"Grimes, Dylan",30y 315d,199 (125-2-72 63.32%),3 (0.02),←,
4,"Martin, Dustin",30y 335d,265 (151-3-111 57.55%),298 (1.12),←,
33,"McIntosh, Kamdyn",28y 54d,134 (88-1-45 66.04%),36 (0.27),←,
25,"Nankervis, Toby",27y 288d,109 (75-0-34 68.81%),34 (0.31),97 (68-0-29 70.10%),31 (0.32)
3,"Prestia, Dion",29y 227d,181 (87-1-93 48.34%),59 (0.33),86 (61-1-24 71.51%),29 (0.34)
45,"Ralphsmith, Hugo",20y 199d,12 (5-0-7 41.67%),7 (0.58),←,
8,"Riewoldt, Jack",33y 208d,314 (165-6-143 53.50%),736 (2.34),←,
17,"Rioli, Daniel",25y 41d,125 (79-2-44 64.00%),91 (0.73),←,
49,"Rioli, Maurice",19y 268d,7 (5-0-2 71.43%),8 (1.14),←,
5,"Ross, Jack",21y 266d,38 (20-1-17 53.95%),3 (0.08),←,
15,"Short, Jayden",26y 123d,125 (78-2-45 63.20%),24 (0.19),←,
20,"Soldo, Ivan",26y 43d,44 (32-1-11 73.86%),16 (0.36),←,
6,"Tarrant, Robbie",33y 32d,182 (80-1-101 44.23%),44 (0.24),8 (3-0-5 37.50%),
1,"Vlastuin, Nick",28y 38d,179 (113-2-64 63.69%),27 (0.15),←,
Totals,Totals,26y 266d,2958 (1718-40-1200 58.08%),1961 (0.66),,
C,"Hardwick, Damien",49y 282d,285 (160-4-121 56.84%),,←,
